period_start,period_end_exclusive,quadkey,tile_x,tile_y,avg_d_kbps,avg_u_kbps,download_mbps,upload_mbps,avg_lat_ms,avg_lat_down_ms,avg_lat_up_ms,tests,devices,single_test_tile,centroid_in_project,service_type,operator,radio_generation,serving_cell_id,tile,source,source_url
2026-01-01,2026-04-01,1322012221231330,96.14410000000001,17.022599999999997,32937,6899,32.937,6.899,117,332,331,2,1,False,True,mobile,,,,"POLYGON ((96.1468505859375 17.02002018166838, 96.1468505859375 17.025272685376795, 96.141357421875 17.025272685376795, 96.141357421875 17.02002018166838, 96.1468505859375 17.02002018166838))",Ookla Open Data,https://ookla-open-data.s3.amazonaws.com/parquet/performance/type=mobile/year=2026/quarter=1/2026-01-01_performance_mobile_tiles.parquet
2026-01-01,2026-04-01,1322012221232122,96.0892,16.9964,20585,10202,20.585,10.202,63,422,431,1,1,True,True,mobile,,,,"POLYGON ((96.0919189453125 16.993755452894558, 96.0919189453125 16.99900869321349, 96.08642578125 16.99900869321349, 96.08642578125 16.993755452894558, 96.0919189453125 16.993755452894558))",Ookla Open Data,https://ookla-open-data.s3.amazonaws.com/parquet/performance/type=mobile/year=2026/quarter=1/2026-01-01_performance_mobile_tiles.parquet
2026-01-01,2026-04-01,1322012221232212,96.0782,16.9859,24399,17423,24.399,17.423,59,1374,259,7,1,False,True,mobile,,,,"POLYGON ((96.0809326171875 16.98324853069066, 96.0809326171875 16.9885020653736, 96.075439453125 16.9885020653736, 96.075439453125 16.98324853069066, 96.0809326171875 16.98324853069066))",Ookla Open Data,https://ookla-open-data.s3.amazonaws.com/parquet/performance/type=mobile/year=2026/quarter=1/2026-01-01_performance_mobile_tiles.parquet
2026-01-01,2026-04-01,1322012221232221,96.07270000000001,16.9806,13359,11741,13.359,11.741,257,940,4896,1,1,True,True,mobile,,,,"POLYGON ((96.075439453125 16.97799484888578, 96.075439453125 16.98324853069066, 96.0699462890625 16.98324853069066, 96.0699462890625 16.97799484888578, 96.075439453125 16.97799484888578))",Ookla Open Data,https://ookla-open-data.s3.amazonaws.com/parquet/performance/type=mobile/year=2026/quarter=1/2026-01-01_performance_mobile_tiles.parquet
2026-01-01,2026-04-01,1322012221233132,96.14410000000001,16.9964,1551,391,1.551,0.391,74,93,83,2,1,False,True,mobile,,,,"POLYGON ((96.1468505859375 16.993755452894558, 96.1468505859375 16.99900869321349, 96.141357421875 16.99900869321349, 96.141357421875 16.993755452894558, 96.1468505859375 16.993755452894558))",Ookla Open Data,https://ookla-open-data.s3.amazonaws.com/parquet/performance/type=mobile/year=2026/quarter=1/2026-01-01_performance_mobile_tiles.parquet
2026-01-01,2026-04-01,1322012221320022,96.1551,17.038400000000003,15792,956,15.792,0.956,100,4923,369,2,1,False,True,mobile,,,,"POLYGON ((96.1578369140625 17.03577725042719, 96.1578369140625 17.04102931168919, 96.15234375 17.04102931168919, 96.15234375 17.03577725042719, 96.1578369140625 17.03577725042719))",Ookla Open Data,https://ookla-open-data.s3.amazonaws.com/parquet/performance/type=mobile/year=2026/quarter=1/2026-01-01_performance_mobile_tiles.parquet
2026-01-01,2026-04-01,1322012223003303,96.05069999999999,16.901799999999998,39054,42911,39.054,42.911,36,359,164,4,1,False,True,mobile,,,,"POLYGON ((96.053466796875 16.899171994430837, 96.053466796875 16.90442787825499, 96.0479736328125 16.90442787825499, 96.0479736328125 16.899171994430837, 96.053466796875 16.899171994430837))",Ookla Open Data,https://ookla-open-data.s3.amazonaws.com/parquet/performance/type=mobile/year=2026/quarter=1/2026-01-01_performance_mobile_tiles.parquet
2026-01-01,2026-04-01,1322012223010003,96.07270000000001,16.964900000000004,68592,46411,68.592,46.411,91,977,704,2,1,False,True,mobile,,,,"POLYGON ((96.075439453125 16.962232921140096, 96.075439453125 16.96748704407044, 96.0699462890625 16.96748704407044, 96.0699462890625 16.962232921140096, 96.075439453125 16.962232921140096))",Ookla Open Data,https://ookla-open-data.s3.amazonaws.com/parquet/performance/type=mobile/year=2026/quarter=1/2026-01-01_performance_mobile_tiles.parquet
2026-01-01,2026-04-01,1322012223010012,96.0782,16.964900000000004,98661,42142,98.661,42.142,112,917,889,2,1,False,True,mobile,,,,"POLYGON ((96.0809326171875 16.962232921140096, 96.0809326171875 16.96748704407044, 96.075439453125 16.96748704407044, 96.075439453125 16.962232921140096, 96.0809326171875 16.962232921140096))",Ookla Open Data,https://ookla-open-data.s3.amazonaws.com/parquet/performance/type=mobile/year=2026/quarter=1/2026-01-01_performance_mobile_tiles.parquet
2026-01-01,2026-04-01,1322012223010013,96.0837,16.964900000000004,17652,9820,17.652,9.82,98,715,1067,2,2,False,True,mobile,,,,"POLYGON ((96.08642578125 16.962232921140096, 96.08642578125 16.96748704407044, 96.0809326171875 16.96748704407044, 96.0809326171875 16.962232921140096, 96.08642578125 16.962232921140096))",Ookla Open Data,https://ookla-open-data.s3.amazonaws.com/parquet/performance/type=mobile/year=2026/quarter=1/2026-01-01_performance_mobile_tiles.parquet
2026-01-01,2026-04-01,1322012223010120,96.0892,16.9596,9350,149,9.35,0.149,204,1128,1755,1,1,True,True,mobile,,,,"POLYGON ((96.0919189453125 16.95697865124807, 96.0919189453125 16.962232921140096, 96.08642578125 16.962232921140096, 96.08642578125 16.95697865124807, 96.0919189453125 16.95697865124807))",Ookla Open Data,https://ookla-open-data.s3.amazonaws.com/parquet/performance/type=mobile/year=2026/quarter=1/2026-01-01_performance_mobile_tiles.parquet
2026-01-01,2026-04-01,1322012223010201,96.07270000000001,16.949099999999998,71490,28040,71.49,28.04,47,177,148,1,1,True,True,mobile,,,,"POLYGON ((96.075439453125 16.94646967073926, 96.075439453125 16.95172423443443, 96.0699462890625 16.95172423443443, 96.0699462890625 16.94646967073926, 96.075439453125 16.94646967073926))",Ookla Open Data,https://ookla-open-data.s3.amazonaws.com/parquet/performance/type=mobile/year=2026/quarter=1/2026-01-01_performance_mobile_tiles.parquet
2026-01-01,2026-04-01,1322012223010211,96.0837,16.949099999999998,365,175,0.365,0.175,227,575,571,1,1,True,True,mobile,,,,"POLYGON ((96.08642578125 16.94646967073926, 96.08642578125 16.95172423443443, 96.0809326171875 16.95172423443443, 96.0809326171875 16.94646967073926, 96.08642578125 16.94646967073926))",Ookla Open Data,https://ookla-open-data.s3.amazonaws.com/parquet/performance/type=mobile/year=2026/quarter=1/2026-01-01_performance_mobile_tiles.parquet
2026-01-01,2026-04-01,1322012223010302,96.0892,16.9438,34915,15129,34.915,15.129,46,635,577,1,1,True,True,mobile,,,,"POLYGON ((96.0919189453125 16.941214960202657, 96.0919189453125 16.94646967073926, 96.08642578125 16.94646967073926, 96.08642578125 16.941214960202657, 96.0919189453125 16.941214960202657))",Ookla Open Data,https://ookla-open-data.s3.amazonaws.com/parquet/performance/type=mobile/year=2026/quarter=1/2026-01-01_performance_mobile_tiles.parquet
2026-01-01,2026-04-01,1322012223011031,96.1276,16.9596,56149,30591,56.149,30.591,205,917,550,1,1,True,True,mobile,,,,"POLYGON ((96.13037109375 16.95697865124807, 96.13037109375 16.962232921140096, 96.1248779296875 16.962232921140096, 96.1248779296875 16.95697865124807, 96.13037109375 16.95697865124807))",Ookla Open Data,https://ookla-open-data.s3.amazonaws.com/parquet/performance/type=mobile/year=2026/quarter=1/2026-01-01_performance_mobile_tiles.parquet
2026-01-01,2026-04-01,1322012223011131,96.1496,16.9596,10044,10836,10.044,10.836,164,1610,741,22,2,False,True,mobile,,,,"POLYGON ((96.15234375 16.95697865124807, 96.15234375 16.962232921140096, 96.1468505859375 16.962232921140096, 96.1468505859375 16.95697865124807, 96.15234375 16.95697865124807))",Ookla Open Data,https://ookla-open-data.s3.amazonaws.com/parquet/performance/type=mobile/year=2026/quarter=1/2026-01-01_performance_mobile_tiles.parquet
2026-01-01,2026-04-01,1322012223012022,96.06719999999999,16.9123,87036,11735,87.036,11.735,16,783,573,1,1,True,True,mobile,,,,"POLYGON ((96.0699462890625 16.909683615558638, 96.0699462890625 16.914939206301643, 96.064453125 16.914939206301643, 96.064453125 16.909683615558638, 96.0699462890625 16.909683615558638))",Ookla Open Data,https://ookla-open-data.s3.amazonaws.com/parquet/performance/type=mobile/year=2026/quarter=1/2026-01-01_performance_mobile_tiles.parquet
2026-01-01,2026-04-01,1322012223012103,96.09469999999999,16.922800000000002,34267,23891,34.267,23.891,208,2469,453,3,2,False,True,mobile,,,,"POLYGON ((96.097412109375 16.92019465044388, 96.097412109375 16.925449947945214, 96.0919189453125 16.925449947945214, 96.0919189453125 16.92019465044388, 96.097412109375 16.92019465044388))",Ookla Open Data,https://ookla-open-data.s3.amazonaws.com/parquet/performance/type=mobile/year=2026/quarter=1/2026-01-01_performance_mobile_tiles.parquet
2026-01-01,2026-04-01,1322012223012223,96.07270000000001,16.891299999999998,91204,57891,91.204,57.891,119,1142,465,1,1,True,True,mobile,,,,"POLYGON ((96.075439453125 16.888659787381606, 96.075439453125 16.89391596412632, 96.0699462890625 16.89391596412632, 96.0699462890625 16.888659787381606, 96.075439453125 16.888659787381606))",Ookla Open Data,https://ookla-open-data.s3.amazonaws.com/parquet/performance/type=mobile/year=2026/quarter=1/2026-01-01_performance_mobile_tiles.parquet
2026-01-01,2026-04-01,1322012223012301,96.09469999999999,16.907099999999996,35558,22346,35.558,22.346,89,596,310,1,1,True,True,mobile,,,,"POLYGON ((96.097412109375 16.90442787825499, 96.097412109375 16.909683615558638, 96.0919189453125 16.909683615558638, 96.0919189453125 16.90442787825499, 96.097412109375 16.90442787825499))",Ookla Open Data,https://ookla-open-data.s3.amazonaws.com/parquet/performance/type=mobile/year=2026/quarter=1/2026-01-01_performance_mobile_tiles.parquet
2026-01-01,2026-04-01,1322012223012310,96.1002,16.907099999999996,35152,21956,35.152,21.956,66,514,359,40,2,False,True,mobile,,,,"POLYGON ((96.1029052734375 16.90442787825499, 96.1029052734375 16.909683615558638, 96.097412109375 16.909683615558638, 96.097412109375 16.90442787825499, 96.1029052734375 16.90442787825499))",Ookla Open Data,https://ookla-open-data.s3.amazonaws.com/parquet/performance/type=mobile/year=2026/quarter=1/2026-01-01_performance_mobile_tiles.parquet
2026-01-01,2026-04-01,1322012223012320,96.0892,16.8965,10351,8141,10.351,8.141,67,874,123,2,1,False,True,mobile,,,,"POLYGON ((96.0919189453125 16.89391596412632, 96.0919189453125 16.899171994430837, 96.08642578125 16.899171994430837, 96.08642578125 16.89391596412632, 96.0919189453125 16.89391596412632))",Ookla Open Data,https://ookla-open-data.s3.amazonaws.com/parquet/performance/type=mobile/year=2026/quarter=1/2026-01-01_performance_mobile_tiles.parquet
2026-01-01,2026-04-01,1322012223013110,96.14410000000001,16.9281,1460,843,1.46,0.843,49,63,153,1,1,True,True,mobile,,,,"POLYGON ((96.1468505859375 16.925449947945214, 96.1468505859375 16.93070509876553, 96.141357421875 16.93070509876553, 96.141357421875 16.925449947945214, 96.1468505859375 16.925449947945214))",Ookla Open Data,https://ookla-open-data.s3.amazonaws.com/parquet/performance/type=mobile/year=2026/quarter=1/2026-01-01_performance_mobile_tiles.parquet
2026-01-01,2026-04-01,1322012223013131,96.1496,16.9176,1384,315,1.384,0.315,42,57,490,1,1,True,True,mobile,,,,"POLYGON ((96.15234375 16.914939206301643, 96.15234375 16.92019465044388, 96.1468505859375 16.92019465044388, 96.1468505859375 16.914939206301643, 96.15234375 16.914939206301643))",Ookla Open Data,https://ookla-open-data.s3.amazonaws.com/parquet/performance/type=mobile/year=2026/quarter=1/2026-01-01_performance_mobile_tiles.parquet
2026-01-01,2026-04-01,1322012223013200,96.11110000000001,16.907099999999996,28283,25693,28.283,25.693,229,901,348,2,2,False,True,mobile,,,,"POLYGON ((96.1138916015625 16.90442787825499, 96.1138916015625 16.909683615558638, 96.1083984375 16.909683615558638, 96.1083984375 16.90442787825499, 96.1138916015625 16.90442787825499))",Ookla Open Data,https://ookla-open-data.s3.amazonaws.com/parquet/performance/type=mobile/year=2026/quarter=1/2026-01-01_performance_mobile_tiles.parquet
2026-01-01,2026-04-01,1322012223013222,96.11110000000001,16.891299999999998,88483,38176,88.483,38.176,233,2176,1065,2,2,False,True,mobile,,,,"POLYGON ((96.1138916015625 16.888659787381606, 96.1138916015625 16.89391596412632, 96.1083984375 16.89391596412632, 96.1083984375 16.888659787381606, 96.1138916015625 16.888659787381606))",Ookla Open Data,https://ookla-open-data.s3.amazonaws.com/parquet/performance/type=mobile/year=2026/quarter=1/2026-01-01_performance_mobile_tiles.parquet
2026-01-01,2026-04-01,1322012223013223,96.11659999999999,16.891299999999998,76393,47521,76.393,47.521,102,898,659,1,1,True,True,mobile,,,,"POLYGON ((96.119384765625 16.888659787381606, 96.119384765625 16.89391596412632, 96.1138916015625 16.89391596412632, 96.1138916015625 16.888659787381606, 96.119384765625 16.888659787381606))",Ookla Open Data,https://ookla-open-data.s3.amazonaws.com/parquet/performance/type=mobile/year=2026/quarter=1/2026-01-01_performance_mobile_tiles.parquet
2026-01-01,2026-04-01,1322012223013233,96.1276,16.891299999999998,23729,12907,23.729,12.907,45,923,1365,3,2,False,True,mobile,,,,"POLYGON ((96.13037109375 16.888659787381606, 96.13037109375 16.89391596412632, 96.1248779296875 16.89391596412632, 96.1248779296875 16.888659787381606, 96.13037109375 16.888659787381606))",Ookla Open Data,https://ookla-open-data.s3.amazonaws.com/parquet/performance/type=mobile/year=2026/quarter=1/2026-01-01_performance_mobile_tiles.parquet
2026-01-01,2026-04-01,1322012223013302,96.13310000000001,16.901799999999998,11832,1155,11.832,1.155,224,1488,1993,4,4,False,True,mobile,,,,"POLYGON ((96.1358642578125 16.899171994430837, 96.1358642578125 16.90442787825499, 96.13037109375 16.90442787825499, 96.13037109375 16.899171994430837, 96.1358642578125 16.899171994430837))",Ookla Open Data,https://ookla-open-data.s3.amazonaws.com/parquet/performance/type=mobile/year=2026/quarter=1/2026-01-01_performance_mobile_tiles.parquet
2026-01-01,2026-04-01,1322012223013303,96.13860000000001,16.901799999999998,3867,172,3.867,0.172,234,4853,3969,1,1,True,True,mobile,,,,"POLYGON ((96.141357421875 16.899171994430837, 96.141357421875 16.90442787825499, 96.1358642578125 16.90442787825499, 96.1358642578125 16.899171994430837, 96.141357421875 16.899171994430837))",Ookla Open Data,https://ookla-open-data.s3.amazonaws.com/parquet/performance/type=mobile/year=2026/quarter=1/2026-01-01_performance_mobile_tiles.parquet
2026-01-01,2026-04-01,1322012223013310,96.14410000000001,16.907099999999996,3448,23539,3.448,23.539,16,,551,1,1,True,True,mobile,,,,"POLYGON ((96.1468505859375 16.90442787825499, 96.1468505859375 16.909683615558638, 96.141357421875 16.909683615558638, 96.141357421875 16.90442787825499, 96.1468505859375 16.90442787825499))",Ookla Open Data,https://ookla-open-data.s3.amazonaws.com/parquet/performance/type=mobile/year=2026/quarter=1/2026-01-01_performance_mobile_tiles.parquet
2026-01-01,2026-04-01,1322012223013312,96.14410000000001,16.901799999999998,47428,21590,47.428,21.59,42,208,113,2,1,False,True,mobile,,,,"POLYGON ((96.1468505859375 16.899171994430837, 96.1468505859375 16.90442787825499, 96.141357421875 16.90442787825499, 96.141357421875 16.899171994430837, 96.1468505859375 16.899171994430837))",Ookla Open Data,https://ookla-open-data.s3.amazonaws.com/parquet/performance/type=mobile/year=2026/quarter=1/2026-01-01_performance_mobile_tiles.parquet
2026-01-01,2026-04-01,1322012223013322,96.13310000000001,16.891299999999998,8252,27396,8.252,27.396,202,910,824,1,1,True,True,mobile,,,,"POLYGON ((96.1358642578125 16.888659787381606, 96.1358642578125 16.89391596412632, 96.13037109375 16.89391596412632, 96.13037109375 16.888659787381606, 96.1358642578125 16.888659787381606))",Ookla Open Data,https://ookla-open-data.s3.amazonaws.com/parquet/performance/type=mobile/year=2026/quarter=1/2026-01-01_performance_mobile_tiles.parquet
2026-01-01,2026-04-01,1322012223021013,96.0397,16.8808,24190,16075,24.19,16.075,50,816,830,4,1,False,True,mobile,,,,"POLYGON ((96.04248046875 16.878146994732166, 96.04248046875 16.88340346423683, 96.0369873046875 16.88340346423683, 96.0369873046875 16.878146994732166, 96.04248046875 16.878146994732166))",Ookla Open Data,https://ookla-open-data.s3.amazonaws.com/parquet/performance/type=mobile/year=2026/quarter=1/2026-01-01_performance_mobile_tiles.parquet
2026-01-01,2026-04-01,1322012223021101,96.05069999999999,16.886,23028,24119,23.028,24.119,120,547,417,6,2,False,True,mobile,,,,"POLYGON ((96.053466796875 16.88340346423683, 96.053466796875 16.888659787381606, 96.0479736328125 16.888659787381606, 96.0479736328125 16.88340346423683, 96.053466796875 16.88340346423683))",Ookla Open Data,https://ookla-open-data.s3.amazonaws.com/parquet/performance/type=mobile/year=2026/quarter=1/2026-01-01_performance_mobile_tiles.parquet
2026-01-01,2026-04-01,1322012223021121,96.05069999999999,16.8755,22283,24785,22.283,24.785,214,,,1,1,True,True,mobile,,,,"POLYGON ((96.053466796875 16.87289037890778, 96.053466796875 16.878146994732166, 96.0479736328125 16.878146994732166, 96.0479736328125 16.87289037890778, 96.053466796875 16.87289037890778))",Ookla Open Data,https://ookla-open-data.s3.amazonaws.com/parquet/performance/type=mobile/year=2026/quarter=1/2026-01-01_performance_mobile_tiles.parquet
2026-01-01,2026-04-01,1322012223021130,96.05619999999999,16.8755,27436,46046,27.436,46.046,31,472,213,1,1,True,True,mobile,,,,"POLYGON ((96.0589599609375 16.87289037890778, 96.0589599609375 16.878146994732166, 96.053466796875 16.878146994732166, 96.053466796875 16.87289037890778, 96.0589599609375 16.87289037890778))",Ookla Open Data,https://ookla-open-data.s3.amazonaws.com/parquet/performance/type=mobile/year=2026/quarter=1/2026-01-01_performance_mobile_tiles.parquet
2026-01-01,2026-04-01,1322012223021331,96.0617,16.8545,54890,24555,54.89,24.555,67,488,363,1,1,True,True,mobile,,,,"POLYGON ((96.064453125 16.851862453216572, 96.064453125 16.857119653918048, 96.0589599609375 16.857119653918048, 96.0589599609375 16.851862453216572, 96.064453125 16.851862453216572))",Ookla Open Data,https://ookla-open-data.s3.amazonaws.com/parquet/performance/type=mobile/year=2026/quarter=1/2026-01-01_performance_mobile_tiles.parquet
2026-01-01,2026-04-01,1322012223030030,96.0782,16.8755,1021,3805,1.021,3.805,59,1877,618,1,1,True,True,mobile,,,,"POLYGON ((96.0809326171875 16.87289037890778, 96.0809326171875 16.878146994732166, 96.075439453125 16.878146994732166, 96.075439453125 16.87289037890778, 96.0809326171875 16.87289037890778))",Ookla Open Data,https://ookla-open-data.s3.amazonaws.com/parquet/performance/type=mobile/year=2026/quarter=1/2026-01-01_performance_mobile_tiles.parquet
2026-01-01,2026-04-01,1322012223030103,96.09469999999999,16.8808,15014,13609,15.014,13.609,40,83,214,1,1,True,True,mobile,,,,"POLYGON ((96.097412109375 16.878146994732166, 96.097412109375 16.88340346423683, 96.0919189453125 16.88340346423683, 96.0919189453125 16.878146994732166, 96.097412109375 16.878146994732166))",Ookla Open Data,https://ookla-open-data.s3.amazonaws.com/parquet/performance/type=mobile/year=2026/quarter=1/2026-01-01_performance_mobile_tiles.parquet
2026-01-01,2026-04-01,1322012223030112,96.1002,16.8808,57270,26977,57.27,26.977,60,375,300,1,1,True,True,mobile,,,,"POLYGON ((96.1029052734375 16.878146994732166, 96.1029052734375 16.88340346423683, 96.097412109375 16.88340346423683, 96.097412109375 16.878146994732166, 96.1029052734375 16.878146994732166))",Ookla Open Data,https://ookla-open-data.s3.amazonaws.com/parquet/performance/type=mobile/year=2026/quarter=1/2026-01-01_performance_mobile_tiles.parquet
2026-01-01,2026-04-01,1322012223030113,96.1057,16.8808,88818,47998,88.818,47.998,83,582,602,1,1,True,True,mobile,,,,"POLYGON ((96.1083984375 16.878146994732166, 96.1083984375 16.88340346423683, 96.1029052734375 16.88340346423683, 96.1029052734375 16.878146994732166, 96.1083984375 16.878146994732166))",Ookla Open Data,https://ookla-open-data.s3.amazonaws.com/parquet/performance/type=mobile/year=2026/quarter=1/2026-01-01_performance_mobile_tiles.parquet
2026-01-01,2026-04-01,1322012223030130,96.1002,16.8755,14042,4554,14.042,4.554,149,1552,1608,2,1,False,True,mobile,,,,"POLYGON ((96.1029052734375 16.87289037890778, 96.1029052734375 16.878146994732166, 96.097412109375 16.878146994732166, 96.097412109375 16.87289037890778, 96.1029052734375 16.87289037890778))",Ookla Open Data,https://ookla-open-data.s3.amazonaws.com/parquet/performance/type=mobile/year=2026/quarter=1/2026-01-01_performance_mobile_tiles.parquet
2026-01-01,2026-04-01,1322012223030232,96.0782,16.849200000000003,1937,3089,1.937,3.089,202,1131,722,1,1,True,True,mobile,,,,"POLYGON ((96.0809326171875 16.846605106396304, 96.0809326171875 16.851862453216572, 96.075439453125 16.851862453216572, 96.075439453125 16.846605106396304, 96.0809326171875 16.846605106396304))",Ookla Open Data,https://ookla-open-data.s3.amazonaws.com/parquet/performance/type=mobile/year=2026/quarter=1/2026-01-01_performance_mobile_tiles.parquet
2026-01-01,2026-04-01,1322012223030302,96.0892,16.8597,31837,16661,31.837,16.661,140,998,1204,46,4,False,True,mobile,,,,"POLYGON ((96.0919189453125 16.857119653918048, 96.0919189453125 16.862376708460538, 96.08642578125 16.862376708460538, 96.08642578125 16.857119653918048, 96.0919189453125 16.857119653918048))",Ookla Open Data,https://ookla-open-data.s3.amazonaws.com/parquet/performance/type=mobile/year=2026/quarter=1/2026-01-01_performance_mobile_tiles.parquet
2026-01-01,2026-04-01,1322012223030331,96.1057,16.8545,21773,33905,21.773,33.905,55,296,125,1,1,True,True,mobile,,,,"POLYGON ((96.1083984375 16.851862453216572, 96.1083984375 16.857119653918048, 96.1029052734375 16.857119653918048, 96.1029052734375 16.851862453216572, 96.1083984375 16.851862453216572))",Ookla Open Data,https://ookla-open-data.s3.amazonaws.com/parquet/performance/type=mobile/year=2026/quarter=1/2026-01-01_performance_mobile_tiles.parquet
2026-01-01,2026-04-01,1322012223031003,96.11659999999999,16.8808,1295,2305,1.295,2.305,58,3753,8113,1,1,True,True,mobile,,,,"POLYGON ((96.119384765625 16.878146994732166, 96.119384765625 16.88340346423683, 96.1138916015625 16.88340346423683, 96.1138916015625 16.878146994732166, 96.119384765625 16.878146994732166))",Ookla Open Data,https://ookla-open-data.s3.amazonaws.com/parquet/performance/type=mobile/year=2026/quarter=1/2026-01-01_performance_mobile_tiles.parquet
2026-01-01,2026-04-01,1322012223031021,96.11659999999999,16.8755,79658,55099,79.658,55.099,143,457,209,1,1,True,True,mobile,,,,"POLYGON ((96.119384765625 16.87289037890778, 96.119384765625 16.878146994732166, 96.1138916015625 16.878146994732166, 96.1138916015625 16.87289037890778, 96.119384765625 16.87289037890778))",Ookla Open Data,https://ookla-open-data.s3.amazonaws.com/parquet/performance/type=mobile/year=2026/quarter=1/2026-01-01_performance_mobile_tiles.parquet
