tower_id,adm3_name,analysis_area,adm2_pcode,lat,lon,flood_history_score,flood_frequency,elevation_m,slope_deg,elevation_risk,slope_risk
79,Ahlone,Yangon City,MMR013D004,16.789169311523,96.128311157227,0.0,0.0,11.0,4.096654,0.7250000238418579,0.18066918849945068
80,Ahlone,Yangon City,MMR013D004,16.789169311523,96.129684448242,0.0,0.0,19.0,2.9905288,0.5249999761581421,0.401894211769104
81,Ahlone,Yangon City,MMR013D004,16.789169311523,96.131057739258,0.0,0.0,27.0,1.3808141,0.32499998807907104,0.7238371968269348
82,Ahlone,Yangon City,MMR013D004,16.789169311523,96.132431030273,0.0,0.0,21.0,3.4869568,0.4750000238418579,0.3026086091995239
83,Ahlone,Yangon City,MMR013D004,16.789658,96.129993,0.0,0.0,22.0,4.415667,0.44999998807907104,0.1168665885925293
84,Ahlone,Yangon City,MMR013D004,16.789856,96.123505,0.0,0.0,11.0,0.9548369,0.7250000238418579,0.8090326189994812
85,Ahlone,Yangon City,MMR013D004,16.789856,96.128998,0.0,0.0,18.0,3.9416327,0.550000011920929,0.21167343854904175
86,Ahlone,Yangon City,MMR013D004,16.789856,96.129684,0.0,0.0,21.0,4.9007516,0.4750000238418579,0.019849658012390137
87,Ahlone,Yangon City,MMR013D004,16.790006,96.123993,0.0,0.0,11.0,3.8140574,0.7250000238418579,0.23718851804733276
88,Ahlone,Yangon City,MMR013D004,16.790417,96.131958,0.0,0.0,28.0,3.4869568,0.30000001192092896,0.3026086091995239
89,Ahlone,Yangon City,MMR013D004,16.790542602539,96.121444702148,0.0,0.0,12.0,2.153755,0.699999988079071,0.5692490339279175
90,Ahlone,Yangon City,MMR013D004,16.790542602539,96.122817993164,0.0,0.0,11.0,0.9548369,0.7250000238418579,0.8090326189994812
91,Ahlone,Yangon City,MMR013D004,16.790542602539,96.125564575195,0.0,0.0,12.0,1.3808141,0.699999988079071,0.7238371968269348
92,Ahlone,Yangon City,MMR013D004,16.790543,96.126022,0.0,0.0,13.0,0.0,0.675000011920929,1.0
93,Ahlone,Yangon City,MMR013D004,16.790542602539,96.126937866211,0.0,0.0,12.0,0.9976483,0.699999988079071,0.8004703521728516
94,Ahlone,Yangon City,MMR013D004,16.790542602539,96.128311157227,0.0,0.0,20.0,4.9761953,0.5,0.004760921001434326
95,Ahlone,Yangon City,MMR013D004,16.790542602539,96.129684448242,0.0,0.0,24.0,2.2111168,0.3999999761581421,0.5577766299247742
96,Ahlone,Yangon City,MMR013D004,16.790542602539,96.131057739258,0.0,0.0,20.0,1.9091437,0.5,0.6181712746620178
97,Ahlone,Yangon City,MMR013D004,16.790542602539,96.132431030273,0.0,0.0,28.0,2.862392,0.30000001192092896,0.42752158641815186
98,Ahlone,Yangon City,MMR013D004,16.790543,96.133118,0.0,0.0,26.0,1.3808141,0.3500000238418579,0.7238371968269348
99,Ahlone,Yangon City,MMR013D004,16.791229,96.123505,0.0,0.0,13.0,2.2111168,0.675000011920929,0.5577766299247742
100,Ahlone,Yangon City,MMR013D004,16.79128,96.124466,0.0,0.0,15.0,2.153755,0.625,0.5692490339279175
101,Ahlone,Yangon City,MMR013D004,16.791641,96.127762,0.0,0.0,16.0,3.4869568,0.6000000238418579,0.3026086091995239
102,Ahlone,Yangon City,MMR013D004,16.791897,96.123123,0.0,0.0,14.0,1.3808141,0.6499999761581421,0.7238371968269348
103,Ahlone,Yangon City,MMR013D004,16.791915893555,96.121444702148,0.0,0.0,13.0,2.760026,0.675000011920929,0.44799482822418213
104,Ahlone,Yangon City,MMR013D004,16.791915893555,96.122817993164,0.0,0.0,14.0,1.3808141,0.6499999761581421,0.7238371968269348
105,Ahlone,Yangon City,MMR013D004,16.791915893555,96.12419128418,0.0,0.0,12.0,2.862392,0.699999988079071,0.42752158641815186
106,Ahlone,Yangon City,MMR013D004,16.791916,96.126022,0.0,0.0,15.0,3.0307229,0.625,0.3938554525375366
107,Ahlone,Yangon City,MMR013D004,16.791915893555,96.126937866211,0.0,0.0,18.0,1.3808141,0.550000011920929,0.7238371968269348
108,Ahlone,Yangon City,MMR013D004,16.791915893555,96.128311157227,0.0,0.0,22.0,5.964852,0.44999998807907104,0.0
109,Ahlone,Yangon City,MMR013D004,16.791915893555,96.131057739258,0.0,0.0,24.0,2.9905288,0.3999999761581421,0.401894211769104
110,Ahlone,Yangon City,MMR013D004,16.792154,96.122887,0.0,0.0,13.0,2.153755,0.675000011920929,0.5692490339279175
111,Ahlone,Yangon City,MMR013D004,16.792936,96.12579,0.0,0.0,10.0,1.9091437,0.75,0.6181712746620178
112,Ahlone,Yangon City,MMR013D004,16.793289,96.124878,0.0,0.0,9.0,1.3808141,0.7749999761581421,0.7238371968269348
113,Ahlone,Yangon City,MMR013D004,16.79328918457,96.125564575195,0.0,0.0,11.0,1.3808141,0.7250000238418579,0.7238371968269348
114,Ahlone,Yangon City,MMR013D004,16.79328918457,96.126937866211,0.0,0.0,16.0,3.8140574,0.6000000238418579,0.23718851804733276
115,Ahlone,Yangon City,MMR013D004,16.793371,96.126823,0.0,0.0,16.0,2.760026,0.6000000238418579,0.44799482822418213
116,Ahlone,Yangon City,MMR013D004,16.793643,96.123813,0.0,0.0,12.0,3.138737,0.699999988079071,0.37225258350372314
117,Ahlone,Yangon City,MMR013D004,16.794662475586,96.131057739258,0.0,0.0,24.0,2.2111168,0.3999999761581421,0.5577766299247742
118,Ahlone,Yangon City,MMR013D004,16.796036,96.1306,0.0,0.0,20.0,4.8660283,0.5,0.02679431438446045
119,Ahlone,Yangon City,MMR013D004,16.796035766602,96.131057739258,0.0,0.0,17.0,2.9905288,0.574999988079071,0.401894211769104
120,Ahlone,Yangon City,MMR013D004,16.797409057617,96.128311157227,0.0,0.0,21.0,3.0307229,0.4750000238418579,0.3938554525375366
121,Ahlone,Yangon City,MMR013D004,16.797409,96.130371,0.0,0.0,14.0,2.9905288,0.6499999761581421,0.401894211769104
122,Ahlone,Yangon City,MMR013D004,16.797409057617,96.131057739258,0.0,0.0,15.0,3.0307229,0.625,0.3938554525375366
123,Bahan,Yangon City,MMR013D004,16.79328918457,96.166763305664,0.0,0.0,22.0,6.0397077,0.44999998807907104,0.0
124,Bahan,Yangon City,MMR013D004,16.793289,96.167679,0.0,0.0,23.0,7.6583467,0.42500001192092896,0.0
125,Bahan,Yangon City,MMR013D004,16.79328918457,96.16813659668,0.0,0.0,19.0,3.5461073,0.5249999761581421,0.2907785177230835
126,Bahan,Yangon City,MMR013D004,16.793289,96.168823,0.0,0.0,22.0,4.1360445,0.44999998807907104,0.17279112339019775
127,Bahan,Yangon City,MMR013D004,16.79328918457,96.169509887695,0.0,0.0,26.0,1.9091437,0.3500000238418579,0.6181712746620178
128,Bahan,Yangon City,MMR013D004,16.793655,96.164291,0.0,0.0,16.0,3.138737,0.6000000238418579,0.37225258350372314
129,Bahan,Yangon City,MMR013D004,16.793875,96.166427,0.0,0.0,16.0,1.3808141,0.6000000238418579,0.7238371968269348
130,Bahan,Yangon City,MMR013D004,16.79393,96.168137,0.0,0.0,23.0,9.577359,0.42500001192092896,0.0
131,Bahan,Yangon City,MMR013D004,16.794233,96.16848,0.0,0.0,26.0,6.0445805,0.3500000238418579,0.0
132,Bahan,Yangon City,MMR013D004,16.794408,96.167526,0.0,0.0,44.0,19.524672,0.0,0.0
133,Bahan,Yangon City,MMR013D004,16.794662,96.165078,0.0,0.0,17.0,1.3808141,0.574999988079071,0.7238371968269348
134,Bahan,Yangon City,MMR013D004,16.794662475586,96.165390014648,0.0,0.0,16.0,1.3808141,0.6000000238418579,0.7238371968269348
135,Bahan,Yangon City,MMR013D004,16.794662475586,96.169509887695,0.0,0.0,24.0,2.760026,0.3999999761581421,0.44799482822418213
136,Bahan,Yangon City,MMR013D004,16.795425,96.156998,0.0,0.0,23.0,2.153755,0.42500001192092896,0.5692490339279175
137,Bahan,Yangon City,MMR013D004,16.79547,96.157756,0.0,0.0,26.0,7.6583467,0.3500000238418579,0.0
138,Bahan,Yangon City,MMR013D004,16.795486,96.164841,0.0,0.0,27.0,13.697987,0.32499998807907104,0.0
139,Bahan,Yangon City,MMR013D004,16.795578,96.166306,0.0,0.0,16.0,0.0,0.6000000238418579,1.0
140,Bahan,Yangon City,MMR013D004,16.79584,96.158,0.0,0.0,26.0,2.2111168,0.3500000238418579,0.5577766299247742
141,Bahan,Yangon City,MMR013D004,16.795908,96.156937,0.0,0.0,25.0,1.3808141,0.375,0.7238371968269348
142,Bahan,Yangon City,MMR013D004,16.795931,96.151649,0.0,0.0,39.0,6.437088,0.02499997615814209,0.0
143,Bahan,Yangon City,MMR013D004,16.79593,96.157467,0.0,0.0,26.0,3.138737,0.3500000238418579,0.37225258350372314
144,Bahan,Yangon City,MMR013D004,16.796035766602,96.151657104492,0.0,0.0,37.0,1.3808141,0.07499998807907104,0.7238371968269348
145,Bahan,Yangon City,MMR013D004,16.796036,96.152,0.0,0.0,39.0,3.138737,0.02499997615814209,0.37225258350372314
146,Bahan,Yangon City,MMR013D004,16.796036,96.154861,0.0,0.0,26.0,0.9976483,0.3500000238418579,0.8004703521728516
147,Bahan,Yangon City,MMR013D004,16.796036,96.15509,0.0,0.0,26.0,0.9976483,0.3500000238418579,0.8004703521728516
148,Bahan,Yangon City,MMR013D004,16.796035766602,96.155776977539,0.0,0.0,20.0,2.760026,0.5,0.44799482822418213
149,Bahan,Yangon City,MMR013D004,16.796036,96.156464,0.0,0.0,23.0,5.0660734,0.42500001192092896,0.0
150,Bahan,Yangon City,MMR013D004,16.796035766602,96.157150268555,0.0,0.0,23.0,0.9548369,0.42500001192092896,0.8090326189994812
151,Bahan,Yangon City,MMR013D004,16.796036,96.157774,0.0,0.0,27.0,2.153755,0.32499998807907104,0.5692490339279175
152,Bahan,Yangon City,MMR013D004,16.796036,96.164017,0.0,0.0,28.0,10.792835,0.30000001192092896,0.0
153,Bahan,Yangon City,MMR013D004,16.796036,96.164703,0.0,0.0,23.0,1.3808141,0.42500001192092896,0.7238371968269348
154,Bahan,Yangon City,MMR013D004,16.796035766602,96.165390014648,0.0,0.0,17.0,3.138737,0.574999988079071,0.37225258350372314
155,Bahan,Yangon City,MMR013D004,16.796035766602,96.170883178711,0.0,0.0,17.0,8.151844,0.574999988079071,0.0
156,Bahan,Yangon City,MMR013D004,16.796723,96.166077,0.0,0.0,16.0,0.0,0.6000000238418579,1.0
157,Bahan,Yangon City,MMR013D004,16.796821,96.157346,0.0,0.0,27.0,2.153755,0.32499998807907104,0.5692490339279175
158,Bahan,Yangon City,MMR013D004,16.796951,96.15715,0.0,0.0,28.0,1.9091437,0.30000001192092896,0.6181712746620178
159,Bahan,Yangon City,MMR013D004,16.796951,96.159439,0.0,0.0,20.0,4.1360445,0.5,0.17279112339019775
160,Bahan,Yangon City,MMR013D004,16.797409057617,96.157150268555,0.0,0.0,26.0,4.8412433,0.3500000238418579,0.03175133466720581
161,Bahan,Yangon City,MMR013D004,16.797409057617,96.165390014648,0.0,0.0,21.0,2.9905288,0.4750000238418579,0.401894211769104
162,Bahan,Yangon City,MMR013D004,16.797409,96.16745,0.0,0.0,15.0,12.564441,0.625,0.0
163,Bahan,Yangon City,MMR013D004,16.7974090288085,96.16813679834,0.0,0.0,19.0,10.792835,0.5249999761581421,0.0
164,Bahan,Yangon City,MMR013D004,16.797638,96.167755,0.0,0.0,15.0,7.6583467,0.625,0.0
165,Bahan,Yangon City,MMR013D004,16.798325,96.15715,0.0,0.0,25.0,2.862392,0.375,0.42752158641815186
166,Bahan,Yangon City,MMR013D004,16.798603,96.157807,0.0,0.0,20.0,6.8722596,0.5,0.0
167,Bahan,Yangon City,MMR013D004,16.798782348633,96.153030395508,0.0,0.0,26.0,2.2111168,0.3500000238418579,0.5577766299247742
168,Bahan,Yangon City,MMR013D004,16.798782348633,96.154403686523,0.0,0.0,25.0,6.9482727,0.375,0.0
169,Bahan,Yangon City,MMR013D004,16.798782348633,96.155776977539,0.0,0.0,20.0,4.9007516,0.5,0.019849658012390137
170,Bahan,Yangon City,MMR013D004,16.798782,96.156464,0.0,0.0,19.0,1.3808141,0.5249999761581421,0.7238371968269348
171,Bahan,Yangon City,MMR013D004,16.798782,96.156807,0.0,0.0,20.0,4.415667,0.5,0.1168665885925293
172,Bahan,Yangon City,MMR013D004,16.798782348633,96.157150268555,0.0,0.0,23.0,5.733568,0.42500001192092896,0.0
173,Bahan,Yangon City,MMR013D004,16.798782,96.157837,0.0,0.0,24.0,6.654394,0.3999999761581421,0.0
174,Bahan,Yangon City,MMR013D004,16.798782,96.158066,0.0,0.0,24.0,6.654394,0.3999999761581421,0.0
175,Bahan,Yangon City,MMR013D004,16.798782348633,96.15852355957,0.0,0.0,28.0,0.0,0.30000001192092896,1.0
176,Bahan,Yangon City,MMR013D004,16.798782348633,96.162643432617,0.0,0.0,27.0,4.7636194,0.32499998807907104,0.04727613925933838
177,Bahan,Yangon City,MMR013D004,16.798782348633,96.166763305664,0.0,0.0,23.0,2.153755,0.42500001192092896,0.5692490339279175
178,Bahan,Yangon City,MMR013D004,16.798782348633,96.169509887695,0.0,0.0,18.0,1.9946922,0.550000011920929,0.6010615825653076
179,Bahan,Yangon City,MMR013D004,16.79924,96.157608,0.0,0.0,27.0,3.138737,0.32499998807907104,0.37225258350372314
180,Bahan,Yangon City,MMR013D004,16.79924,96.158066,0.0,0.0,29.0,5.733568,0.2749999761581421,0.0
181,Bahan,Yangon City,MMR013D004,16.799469,96.152344,0.0,0.0,34.0,6.949956,0.1499999761581421,0.0
182,Bahan,Yangon City,MMR013D004,16.799469,96.164703,0.0,0.0,34.0,9.907443,0.1499999761581421,0.0
183,Bahan,Yangon City,MMR013D004,16.799482,96.153291,0.0,0.0,26.0,5.1608467,0.3500000238418579,0.0
184,Bahan,Yangon City,MMR013D004,16.799698,96.157761,0.0,0.0,26.0,2.9905288,0.3500000238418579,0.401894211769104
185,Bahan,Yangon City,MMR013D004,16.799781,96.15765,0.0,0.0,27.0,2.760026,0.32499998807907104,0.44799482822418213
186,Bahan,Yangon City,MMR013D004,16.799812,96.166763,0.0,0.0,19.0,1.3808141,0.5249999761581421,0.7238371968269348
187,Bahan,Yangon City,MMR013D004,16.800018,96.15715,0.0,0.0,23.0,4.096654,0.42500001192092896,0.18066918849945068
188,Bahan,Yangon City,MMR013D004,16.80007,96.15715,0.0,0.0,25.0,6.0445805,0.375,0.0
189,Bahan,Yangon City,MMR013D004,16.800155639648,96.154403686523,0.0,0.0,23.0,6.9482727,0.42500001192092896,0.0
190,Bahan,Yangon City,MMR013D004,16.800155639648,96.155776977539,0.0,0.0,24.0,4.415667,0.3999999761581421,0.1168665885925293
191,Bahan,Yangon City,MMR013D004,16.800155639648,96.157150268555,0.0,0.0,25.0,6.0445805,0.375,0.0
192,Bahan,Yangon City,MMR013D004,16.800156,96.157837,0.0,0.0,26.0,4.415667,0.3500000238418579,0.1168665885925293
193,Bahan,Yangon City,MMR013D004,16.800155639648,96.15852355957,0.0,0.0,25.0,7.846306,0.375,0.0
194,Bahan,Yangon City,MMR013D004,16.800156,96.159439,0.0,0.0,25.0,2.153755,0.375,0.5692490339279175
195,Bahan,Yangon City,MMR013D004,16.800155639648,96.161270141602,0.0,0.0,30.0,3.9416327,0.25,0.21167343854904175
196,Bahan,Yangon City,MMR013D004,16.800156,96.162251,0.0,0.0,30.0,1.9091437,0.25,0.6181712746620178
197,Bahan,Yangon City,MMR013D004,16.800156,96.164703,0.0,0.0,24.0,0.0,0.3999999761581421,1.0
198,Bahan,Yangon City,MMR013D004,16.800155639648,96.165390014648,0.0,0.0,24.0,2.2111168,0.3999999761581421,0.5577766299247742
199,Bahan,Yangon City,MMR013D004,16.800155639648,96.166763305664,0.0,0.0,22.0,6.7274427,0.44999998807907104,0.0
200,Bahan,Yangon City,MMR013D004,16.800156,96.16745,0.0,0.0,20.0,6.9418087,0.5,0.0
201,Bahan,Yangon City,MMR013D004,16.800367,96.157045,0.0,0.0,29.0,4.8660283,0.2749999761581421,0.02679431438446045
202,Bahan,Yangon City,MMR013D004,16.800445,96.161848,0.0,0.0,32.0,3.8140574,0.19999998807907104,0.23718851804733276
203,Bahan,Yangon City,MMR013D004,16.800613,96.158524,0.0,0.0,22.0,1.3808141,0.44999998807907104,0.7238371968269348
204,Bahan,Yangon City,MMR013D004,16.800613,96.160202,0.0,0.0,27.0,3.0307229,0.32499998807907104,0.3938554525375366
205,Bahan,Yangon City,MMR013D004,16.800671,96.15715,0.0,0.0,30.0,0.9548369,0.25,0.8090326189994812
206,Bahan,Yangon City,MMR013D004,16.800705,96.159897,0.0,0.0,26.0,0.9548369,0.3500000238418579,0.8090326189994812
207,Bahan,Yangon City,MMR013D004,16.800842,96.156464,0.0,0.0,29.0,5.3264294,0.2749999761581421,0.0
208,Bahan,Yangon City,MMR013D004,16.801071,96.156235,0.0,0.0,29.0,5.3264294,0.2749999761581421,0.0
209,Bahan,Yangon City,MMR013D004,16.801186,96.158524,0.0,0.0,20.0,4.096654,0.5,0.18066918849945068
210,Bahan,Yangon City,MMR013D004,16.801528930664,96.148910522461,0.0,0.0,42.0,3.9416327,0.0,0.21167343854904175
