adm3_name,lat_r,lon_r,lat,lon,cell_count,radios,networks,max_range_m,nearest_other_site_km,isolation_score,earthquake_raw,cyclone_raw,earthquake_score,cyclone_score,flood_score,historical_hazard_score,legacy_score
Ahlone,16.78093,96.13243,16.78092956543,96.132431030273,1,UMTS,Telenor,1000,0.08337841950704684,0.2531099266376933,146.71404644485517,0.06794335499341783,0.6766760964519031,0.9665452057027432,0.0,0.720156462839529,0.55
Ahlone,16.78093,96.1338,16.78092956543,96.133804321289,1,UMTS,Ooredoo,1000,0.10567319294135397,0.3208192821076569,146.67637410086473,0.06796256510317239,0.6749523873846239,0.9674586056089272,0.0,0.7188283201182694,0.55
Ahlone,16.78093,96.13518,16.78092956543,96.135177612305,1,UMTS,MPT,1000,0.048693476589063506,0.1477715550050274,146.6386130833774,0.06798177239300028,0.673224621035678,0.9683718714335892,0.0,0.7174967085953647,0.55
Ahlone,16.78093,96.13564,16.78093,96.135635,1,GSM,MPT,1000,0.048693476589063506,0.1477715550050274,146.62602534061804,0.06798815743030663,0.6726486652009043,0.9686754663922394,0.0,0.7170526853796045,0.75
Ahlone,16.78093,96.13655,16.78092956543,96.13655090332,3,UMTS,"MPT, Telenor",1000,0.07046699656787553,0.2138978607251445,146.60076349373313,0.0680009768542723,0.6714928020419036,0.9692850027664287,0.0,0.7161616321505824,0.55
Ahlone,16.78139,96.13152,16.781387,96.131516,1,GSM,MPT,1000,0.0704790855865648,0.21393457514460817,146.74816069936003,0.06791845757033492,0.6782370040988607,0.9653613861307202,0.0,0.7213056614036396,0.75
Ahlone,16.78189,96.13222,16.781895,96.132225,2,LTE,MPT,1000,0.09427614622392265,0.2862063855123109,146.7388223125719,0.06791494018022093,0.6778097234925744,0.9651941417036357,0.0,0.7209173862242336,0.25
Ahlone,16.78192,96.13651,16.781922,96.136513,1,UMTS,Ooredoo,1000,0.07954393878767874,0.24146458658364733,146.62144605912496,0.06797416645784558,0.6724391388429679,0.9680102253760963,0.0,0.7167748018229372,0.55
Ahlone,16.7823,96.12694,16.782302856445,96.126937866211,1,UMTS,Ooredoo,1000,0.14619938069203145,0.4438975479773896,146.89112447671766,0.06783022785477652,0.6847783533546009,0.961166250603472,0.0,0.7262365379419315,0.55
Ahlone,16.7823,96.12831,16.782302856445,96.128311157227,3,"GSM, UMTS","MPT, Ooredoo",1000,0.14619938058503412,0.4438975476524381,146.85379446292688,0.06784943413750517,0.6830703077052738,0.962079468542705,0.0,0.7249216818308885,0.55
Ahlone,16.7823,96.12968,16.782302856445,96.129684448242,2,UMTS,"Ooredoo, Telenor",1000,0.14619938058503412,0.4438975476524381,146.8163753332069,0.06786863763434742,0.6813581845306608,0.9629925540189578,0.0,0.7236033399539052,0.55
Ahlone,16.7823,96.1338,16.782302856445,96.133804321289,1,UMTS,MPT,1000,0.14619938069203145,0.4438975479773896,146.7035842261474,0.06792623132374576,0.676197394588939,0.9657310115897559,0.0,0.7196274371390615,0.55
Ahlone,16.7823,96.13518,16.782302856445,96.135177612305,2,UMTS,"MPT, Ooredoo",1000,0.14619938069203145,0.4438975479773896,146.6658096103199,0.06794542359116877,0.6744690060439801,0.9666435631309819,0.0,0.7182951896070304,0.55
Ahlone,16.78368,96.12831,16.783676147461,96.128311157227,3,UMTS,"MPT, Ooredoo",1000,0.10573373108881456,0.3210031368105531,146.88113809764957,0.06781317716396595,0.6843214236728872,0.9603555264803031,0.0,0.7257265390939995,0.55
Ahlone,16.78368,96.12968,16.783676147461,96.129684448242,1,UMTS,Telenor,1000,0.07308918332446855,0.2218614570242475,146.8437052766659,0.06783236565152939,0.682608674050518,0.9612678982972366,0.0,0.7244075576875257,0.55
Ahlone,16.78368,96.13037,16.783676,96.130371,1,UMTS,Telenor,1000,0.07308918332446855,0.2218614570242475,146.8249550786476,0.06784196143277006,0.681750753281223,0.96172415730861,0.0,0.7237467638853311,0.55
Ahlone,16.78368,96.13106,16.783676147461,96.131057739258,2,UMTS,Ooredoo,1000,0.07310914426802385,0.22192207852491824,146.80618337559753,0.06785155134429269,0.680891848542938,0.9621801372273608,0.0,0.7230850918456015,0.55
Ahlone,16.78368,96.13243,16.783676147461,96.132431030273,3,"LTE, UMTS","MPT, Ooredoo, Telenor",1000,0.10574307802367326,0.3210315235056127,146.76857248773666,0.06787073423364137,0.6791709514187598,0.9630922428610764,0.0,0.7217591451351073,0.25
Ahlone,16.78368,96.1338,16.783676147461,96.133804321289,3,UMTS,"MPT, Telenor",1000,0.10569534651261088,0.32088656263129994,146.73087270557693,0.06788991431101245,0.6774459869100561,0.9640042147912309,0.0,0.7204297210922324,0.55
Ahlone,16.78368,96.13518,16.783676147461,96.135177612305,3,UMTS,"MPT, Ooredoo, Telenor",1000,0.07307171744417454,0.22180841304508764,146.69308412078811,0.06790909156779659,0.6757169592112047,0.9649160526084691,0.0,0.7190968232207944,0.55
Ahlone,16.78368,96.13586,16.783676,96.135864,1,UMTS,MPT,1000,0.07307171744417454,0.22180841304508764,146.6741607344739,0.06791867943725319,0.6748511141610077,0.9653719354313187,0.0,0.7184292373515544,0.55
Ahlone,16.78436,96.129,16.784363,96.128998,1,GSM,MPT,1000,0.105671245388431,0.32081336737820043,146.8761298005031,0.06780464307897614,0.6840922675788252,0.9599497488700419,0.0,0.7254708897725077,0.75
Ahlone,16.78436,96.13037,16.784363,96.130371,1,UMTS,Telenor,1000,0.0762798250404942,0.23155145431281557,146.83865339831019,0.06782381860315745,0.6823775238855389,0.9608615043056962,0.0,0.7241501209485625,0.55
Ahlone,16.78436,96.13312,16.784363,96.133118,1,UMTS,MPT,1000,0.10569534651261088,0.32088656263129994,146.76340612126165,0.06786217520970575,0.6789345628165502,0.9626852794569257,0.0,0.7214971703126065,0.55
Ahlone,16.78471,96.13518,16.784706,96.135178,1,GSM,Telenor,1000,0.038188691308399775,0.11586846153785635,146.71357825540417,0.06788186202881025,0.6766546743072631,0.9636213458799112,0.0,0.7196996750431603,0.75
Ahlone,16.7849,96.13213,16.784897,96.132126,1,GSM,Telenor,1000,0.03663057958630764,0.11113646725390851,146.80127485117518,0.06783421827500849,0.6806672575789166,0.9613559866076951,0.0,0.7227705669332333,0.75
Ahlone,16.78505,96.12282,16.785049438477,96.122817993164,1,UMTS,Ooredoo,1000,0.14619726694037272,0.4438911285014143,147.05745516170578,0.06770021516560368,0.6923888622720588,0.954984423450453,0.0,0.7317781964488178,0.55
Ahlone,16.78505,96.12419,16.785049438477,96.12419128418,2,UMTS,"MPT, Ooredoo",1000,0.07634226962966578,0.2317410988901804,147.02036590799483,0.06771939975059123,0.6906918326702798,0.9558966097081941,0.0,0.7304725492259669,0.55
Ahlone,16.78505,96.12968,16.785049438477,96.129684448242,5,UMTS,"Ooredoo, Telenor",1000,0.07308866941718545,0.22185989628486555,146.87111461343144,0.06779611039597859,0.683862796234231,0.959544037921534,0.0,0.7252149824873264,0.55
Ahlone,16.78505,96.13037,16.785049,96.130371,1,UMTS,Ooredoo,1000,0.07308866941718545,0.22185989628486555,146.85235158042488,0.06780570636026588,0.6830042881963111,0.9600003056363854,0.0,0.7245536908123222,0.55
Ahlone,16.78505,96.13106,16.785049438477,96.131057739258,3,UMTS,"MPT, Ooredoo, Telenor",1000,0.0731086302125137,0.22192051733536988,146.83357866717995,0.06781528109085802,0.6821453280852082,0.9604555637341442,0.0,0.7238918634325486,0.55
Ahlone,16.78505,96.13243,16.785049438477,96.132431030273,6,UMTS,"MPT, Ooredoo, Telenor",1000,0.03663057958630764,0.11113646725390851,146.7959536473952,0.06783444898198258,0.6804237843507387,0.9613669562341671,0.0,0.722565260133253,0.55
Ahlone,16.78505,96.13518,16.785049438477,96.135177612305,8,UMTS,"MPT, Ooredoo",1000,0.038188691308399775,0.11586846153785635,146.72043672619145,0.06787277631869959,0.6769684856349231,0.9631893396671035,0.0,0.71990161373975,0.55
Ahlone,16.78574,96.12419,16.785736,96.124191,1,UMTS,Ooredoo,1000,0.07634226962966578,0.2317410988901804,147.03413446148153,0.06770130661506736,0.6913218168436661,0.9550363195536231,0.0,0.7308789922501596,0.55
Ahlone,16.78574,96.129,16.785736,96.128998,1,UMTS,Telenor,1000,0.10568094606161314,0.3208428283785879,146.90358011417788,0.0677684113595057,0.685348264672951,0.9582270075849573,0.0,0.7262800761097519,0.55
Ahlone,16.78642,96.12419,16.786422729492,96.12419128418,2,UMTS,MPT,1000,0.07636094695441557,0.23179782203313756,147.04791113938214,0.06768322115921481,0.6919521727519762,0.9541763945511075,0.0,0.7312858060218458,0.55
Ahlone,16.78642,96.12556,16.786422729492,96.125564575195,2,UMTS,MPT,1000,0.1461962098335978,0.4438879180620437,147.01071839195492,0.06770238799857708,0.6902504077650781,0.9550877370420681,0.0,0.7299760071566265,0.55
Ahlone,16.78642,96.12694,16.786422729492,96.126937866211,2,UMTS,MPT,1000,0.10570769697581975,0.3209240710592771,146.9734361380468,0.0677215520681344,0.6885445473830863,0.9559989478346876,0.0,0.7286627074508265,0.55
Ahlone,16.78642,96.12831,16.786422729492,96.128311157227,5,"GSM, UMTS","MPT, Telenor",1000,0.10563578204899123,0.3207056650118429,146.93606446209535,0.06774071335931446,0.6868345954694681,0.9569100265213711,0.0,0.7273459101272535,0.55
Ahlone,16.78642,96.12968,16.786422729492,96.129684448242,1,UMTS,Telenor,1000,0.10569425640835635,0.3208832519783935,146.89860344705596,0.06775987186354074,0.6851205558198712,0.9578209726943233,0.0,0.726025618351039,0.55
Ahlone,16.78642,96.13106,16.786422729492,96.131057739258,2,GSM,Telenor,1000,0.0730571501414045,0.22176417206258106,146.86105317399125,0.06777902757227428,0.6834024321433386,0.9587317859475349,0.0,0.724701835213968,0.75
Ahlone,16.78642,96.13174,16.786423,96.131744,1,UMTS,Telenor,1000,0.0730571501414045,0.22176417206258106,146.84226055446442,0.06778859186845529,0.6825425703655699,0.9591865479112129,0.0,0.7240391669974163,0.55
Ahlone,16.78642,96.13243,16.786422729492,96.132431030273,2,UMTS,"Ooredoo, Telenor",1000,0.07313907196558972,0.2220129691149866,146.82341372186502,0.06779818047691624,0.6816802280528825,0.9596424658721497,0.0,0.7233745637257726,0.55
Ahlone,16.78642,96.1338,16.786422729492,96.133804321289,1,UMTS,Ooredoo,1000,0.1461962099405928,0.4438879183869881,146.78568516684345,0.06781733056891895,0.6799539470335083,0.9605530120617434,0.0,0.7220438067877435,0.55
Ahlone,16.78711,96.1235,16.787109,96.123505,1,UMTS,Ooredoo,1000,0.10564512796804038,0.32073404862188304,147.08026294801502,0.06765557231833258,0.6934324391749398,0.9528617509082239,0.0,0.7323468359349323,0.55
Ahlone,16.78711,96.12762,16.787109,96.127625,2,UMTS,MPT,1000,0.10563578204899123,0.3207056650118429,146.96852571253447,0.0677130479929395,0.6883198694341396,0.9555945971264176,0.0,0.7284110785879813,0.55
Ahlone,16.78711,96.13174,16.787109,96.131744,1,UMTS,Telenor,1000,0.0762798250404942,0.23155145431281557,146.8560109648235,0.06777048467916906,0.6831717243948698,0.9583255895300995,0.0,0.7244448041651542,0.55
Ahlone,16.7878,96.12282,16.787796020508,96.122817993164,2,UMTS,Ooredoo,1000,0.10575838665779427,0.3210780159157066,147.11265418517797,0.06762790461182591,0.6949145096617761,0.9515462102449791,0.0,0.7334092647492565,0.55
Ahlone,16.7878,96.12419,16.787796020508,96.12419128418,5,UMTS,"MPT, Ooredoo, Telenor",1000,0.0798214473690703,0.24230738174542696,147.07553692723474,0.06764705923983234,0.6932161987181955,0.9524569721119129,0.0,0.7321023147272532,0.55
Ahlone,16.7878,96.12556,16.787796020508,96.125564575195,1,UMTS,Ooredoo,1000,0.08268116403978733,0.25099235776330403,147.0383299917837,0.06766621110618799,0.691513784554137,0.9533676026682192,0.0,0.7307918572712493,0.55
Ahlone,16.7878,96.12694,16.787796020508,96.126937866211,1,UMTS,MPT,1000,0.09482541494225975,0.2878745177769425,147.00103345857593,0.06768536020237453,0.6898072708186326,0.9542781015088697,0.0,0.7294778954221681,0.55
Ahlone,16.7878,96.12831,16.787796020508,96.128311157227,3,UMTS,"MPT, Telenor",1000,0.07638874156509151,0.23188223442602202,146.9636474055581,0.06770450651982748,0.6880966610781566,0.9551884682266416,0.0,0.7281604321504292,0.55
Ahlone,16.7878,96.12968,16.787796010254,96.12968422412101,2,"GSM, UMTS",MPT,1000,0.04227532880689003,0.12827960318401316,146.92617782555942,0.06772364719637954,0.6863822295363531,0.95609856673156,0.0,0.7268396801156342,0.55
Ahlone,16.7878,96.13106,16.787796020508,96.131057739258,1,UMTS,Ooredoo,1000,0.10570347570088877,0.3209112510229722,146.88860704001712,0.06774279078429488,0.6846631673054364,0.9570088036656175,0.0,0.7255150127594636,0.55
Ahlone,16.7878,96.13243,16.787796020508,96.132431030273,1,UMTS,Telenor,1000,0.10576011207727143,0.3210832560246074,146.8509528700975,0.06776192871418693,0.6829402897980587,0.9579187715726885,0.0,0.7241870620642531,0.55
Ahlone,16.7878,96.1338,16.787796020508,96.133804321289,5,UMTS,"MPT, Ooredoo, Telenor",1000,0.04872267306163752,0.14786022486057931,146.81320946434113,0.06778106383111433,0.68121332927899,0.9588286057292664,0.0,0.7228556207465315,0.55
Ahlone,16.78807,96.12941,16.788071,96.12941,1,GSM,Telenor,1000,0.04227532880689003,0.12827960318401316,146.9391987371441,0.06771257426461434,0.6869780051368425,0.9555720723510107,0.0,0.7272671152189677,0.75
Ahlone,16.78812,96.12486,16.788115,96.124863,2,UMTS,MPT,1000,0.0798214473690703,0.24230738174542696,147.0637758154051,0.06764802852933773,0.6926780656222787,0.9525030597685995,0.0,0.7316518147442268,0.55
Ahlone,16.78834,96.12,16.788345,96.120003,2,GSM,Telenor,1000,0.2885621990385478,0.8762542481489742,147.19954040957737,0.06757419957424232,0.6988900141553883,0.9489926498063762,0.0,0.7364054095030366,0.75
Ahlone,16.78848,96.12831,16.788483,96.128311,1,UMTS,Telenor,1000,0.05505159364567318,0.16708119316637174,146.97747989002232,0.06768639837150775,0.6887295704320322,0.9543274642455224,0.0,0.7285692545040556,0.55
Ahlone,16.78851,96.12645,16.788507,96.126446,1,UMTS,MPT,1000,0.09036296209356871,0.2743220227453031,147.02872397736002,0.06765977406461189,0.6910742585674678,0.9530615350170274,0.0,0.7303723500349018,0.55
Ahlone,16.78871,96.12923,16.788712,96.129227,1,GSM,Telenor,1000,0.07040797590496767,0.21371861463158467,146.9571007298215,0.06769312639631755,0.6877971160238163,0.9546473675312712,0.0,0.7278246537499345,0.75
Ahlone,16.7889,96.12803,16.788898,96.128029,4,UMTS,MPT,1000,0.03548370111074183,0.10765339071080084,146.99352991850213,0.06767153377222297,0.6894639441579613,0.9536206841299659,0.0,0.729087455153762,0.55
Ahlone,16.78917,96.12419,16.789169311523,96.12419128418,4,"GSM, UMTS","MPT, Ooredoo",1000,0.09540017474078588,0.28962006659908773,147.10324338143457,0.06761091398834211,0.6944839155966176,0.9507383421955824,0.0,0.7329220795864623,0.55
Ahlone,16.78917,96.12556,16.789169311523,96.125564575195,2,UMTS,MPT,1000,0.11928218262038592,0.3621498622312794,147.06602205504498,0.06763005089339734,0.6927808429709755,0.9516482613738396,0.0,0.7316109557314051,0.55
Ahlone,16.78917,96.12694,16.789169311523,96.126937866211,5,UMTS,"MPT, Ooredoo, Telenor",1000,0.09036296209356871,0.2743220227453031,147.02871102830454,0.06764918502792297,0.6910736660796646,0.9525580488193005,0.0,0.7302963234906099,0.55
Ahlone,16.78917,96.12785,16.789169,96.127853,1,UMTS,Telenor,1000,0.03548370111074183,0.10765339071080084,147.00379164907656,0.06766194229819873,0.6899334726280136,0.9531646299175829,0.0,0.7294181462214491,0.55
Ahlone,16.78917,96.12831,16.789169311523,96.128311157227,14,"GSM, LTE, UMTS","MPT, Ooredoo, Telenor",1000,0.04257193031107007,0.12918038366238974,146.9913103718977,0.0676683163833622,0.6893623881568723,0.9534677041251071,0.0,0.7289781855521075,0.25
Ahlone,16.78917,96.12968,16.789169311523,96.129684448242,1,UMTS,MPT,1000,0.06349590065537782,0.1927266022440786,146.95382015339538,0.06768744495115397,0.6876470122943267,0.9543772268842001,0.0,0.7276565444828077,0.55
Ahlone,16.78917,96.13106,16.789169311523,96.131057739258,2,UMTS,Ooredoo,1000,0.1256994325290009,0.38163908720511935,146.91624043658882,0.06770657072277468,0.6859275414108134,0.9552866166912992,0.0,0.7263314027028862,0.55
Ahlone,16.78917,96.13243,16.789169311523,96.132431030273,1,UMTS,Telenor,1000,0.14619409557936733,0.4438814970597551,146.878571280982,0.06772569368964096,0.6842039782289542,0.956195873138284,0.0,0.7250027624653537,0.55
Ahlone,16.78966,96.12999,16.789658,96.129993,1,UMTS,MPT,1000,0.03958264048853959,0.12010189323534624,146.95524128586456,0.06767886155933024,0.6877120366242049,0.9539691048387403,0.0,0.7276505968563852,0.55
Ahlone,16.78986,96.1235,16.789856,96.123505,1,GSM,MPT,1000,0.05456186926595707,0.16559389740146027,147.13569861269968,0.06758328576467108,0.6959689141522298,0.9494246788572894,0.0,0.7339872788579889,0.75
Ahlone,16.78986,96.129,16.789856,96.128998,1,GSM,Telenor,1000,0.07302806602482664,0.2216758434328373,146.98642976270727,0.06765979008651271,0.6891390744624148,0.9530622968243723,0.0,0.7287275578167085,0.75
Ahlone,16.78986,96.12968,16.789856,96.129684,1,UMTS,MPT,1000,0.03958264048853959,0.12010189323534624,146.967687371189,0.06766934129546859,0.6882815108818007,0.9535164365182994,0.0,0.7280667497272755,0.55
Ahlone,16.79001,96.12399,16.790006,96.123993,1,UMTS,MPT,1000,0.05456186926595707,0.16559389740146027,147.12553145987104,0.06758613835870837,0.6955037131144713,0.9495603136433126,0.0,0.7336122031937975,0.55
Ahlone,16.79042,96.13196,16.790417,96.131958,3,UMTS,MPT,1000,0.05225714888181351,0.15859444830597333,146.91672260575768,0.06768620535200587,0.6859496032015142,0.9543182865782855,0.0,0.7262049057080299,0.55
Ahlone,16.79054,96.12144,16.790542602539,96.121444702148,2,UMTS,MPT,1000,0.14619303843326428,0.44387828650094474,147.20523274068205,0.06753653321101653,0.6991504684223591,0.9472016942586826,0.0,0.7363581522978075,0.55
Ahlone,16.79054,96.12282,16.790542602539,96.122817993164,3,UMTS,MPT,1000,0.10570743930516954,0.3209232885120267,147.1681766587405,0.06755566068269597,0.697454956604546,0.9481111648999626,0.0,0.7350533878488585,0.55
Ahlone,16.79054,96.12556,16.790542602539,96.125564575195,2,UMTS,MPT,1000,0.048694958892822854,0.14777605677009137,147.09379471917174,0.06759390735598444,0.6940515893038808,0.9499297129582449,0.0,0.7324333078520353,0.55
Ahlone,16.79054,96.12602,16.790543,96.126022,1,GSM,Telenor,1000,0.048694958892822854,0.14777605677009137,147.08138004268142,0.06760026554815732,0.6934835521666339,0.9502320314878319,0.0,0.7319958240648137,0.75
Ahlone,16.79054,96.12694,16.790542602539,96.126937866211,11,UMTS,"MPT, Ooredoo, Telenor",1000,0.09749810946063955,0.29599150643981587,147.05646899683143,0.06761302654055028,0.6923437400111191,0.9508387895648792,0.0,0.731117997444183,0.55
Ahlone,16.79054,96.12831,16.790542602539,96.128311157227,4,UMTS,"MPT, Ooredoo, Telenor",1000,0.10571200739963085,0.32093716184124504,147.0190535243532,0.06763214294568051,0.6906317841746676,0.9517477340152558,0.0,0.7297991766507559,0.55
Ahlone,16.79054,96.12968,16.790542602539,96.129684448242,3,UMTS,"MPT, Ooredoo, Telenor",1000,0.07634683932434978,0.23175497707928425,146.98154836059092,0.06765125656282175,0.6889157244874006,0.9526565459026791,0.0,0.7284768476996923,0.55
Ahlone,16.79054,96.13106,16.790542602539,96.131057739258,2,UMTS,Telenor,1000,0.09684917831747471,0.29402069881633647,146.9439535596142,0.0676703673834581,0.6871955634232894,0.9535652248222355,0.0,0.7271510126331313,0.55
Ahlone,16.79054,96.13243,16.790542602539,96.132431030273,2,UMTS,"Ooredoo, Telenor",1000,0.05225714888181351,0.15859444830597333,146.90626917005486,0.06768947539901397,0.6854713032074985,0.9544737703661755,0.0,0.7258216732813,0.55
Ahlone,16.79054,96.13312,16.790543,96.133118,1,UMTS,Ooredoo,1000,0.07306201792865298,0.221778955560522,146.88739250060817,0.06769902238063412,0.6846075957011767,0.9549277090592697,0.0,0.7251556127048906,0.55
Ahlone,16.79123,96.1235,16.791229,96.123505,1,UMTS,Telenor,1000,0.08468142265962239,0.2570671547250826,147.163527695649,0.06754718062643246,0.6972422419447875,0.9477079562408508,0.0,0.734812099089197,0.55
Ahlone,16.79128,96.12447,16.79128,96.124466,1,UMTS,Telenor,1000,0.07651731740207698,0.23227271998430543,147.13854142575786,0.06755921660697428,0.6960989878913688,0.9482802415446931,0.0,0.7339261759393674,0.55
Ahlone,16.79164,96.12776,16.791641,96.127762,1,GSM,Telenor,1000,0.06596884575862953,0.20023695078146797,147.0562785554165,0.06759558317762175,0.6923350263087336,0.9500093947167488,0.0,0.7309861815699358,0.75
Ahlone,16.7919,96.12312,16.791897,96.123123,1,UMTS,MPT,1000,0.03253701964867696,0.09870430212016798,147.18742979522526,0.06752430474741156,0.6983358894698006,0.9466202567941252,0.0,0.7355785445684493,0.55
Ahlone,16.79192,96.12144,16.791915893555,96.121444702148,4,UMTS,MPT,1000,0.14619198109618184,0.44387507536212883,147.23313011342123,0.06750045115748603,0.7004269208341334,0.9454860692710706,0.0,0.7371857930996739,0.55
Ahlone,16.79192,96.12282,16.791915893555,96.122817993164,4,UMTS,"MPT, Ooredoo, Telenor",1000,0.027476477356662865,0.08333540600061809,147.19605948942313,0.06751956369198138,0.6987307436402899,0.9463948296809819,0.0,0.7358803565463936,0.55
Ahlone,16.79192,96.12419,16.791915893555,96.12419128418,6,UMTS,"MPT, Telenor",1000,0.07651731740207698,0.23227271998430543,147.15889881004253,0.06753867347226451,0.6970304459362006,0.9473034591339536,0.0,0.7345713979158635,0.55
Ahlone,16.79192,96.12602,16.791916,96.126022,1,GSM,Telenor,1000,0.09749739508459525,0.29598933687565027,147.10922263065294,0.06756414136608538,0.694757497885414,0.9485144033775784,0.0,0.7328210337092386,0.75
Ahlone,16.79192,96.12694,16.791915893555,96.126937866211,5,"LTE, UMTS","MPT, Ooredoo, Telenor",1000,0.09290461986068856,0.282041052039052,147.0843075309674,0.06757688473610157,0.6936175002454739,0.94912032354805,0.0,0.7319429237408603,0.25
Ahlone,16.79192,96.12831,16.791915893555,96.128311157227,2,UMTS,Telenor,1000,0.06596884575862953,0.20023695078146797,147.04687704462282,0.06759598620261885,0.6919048574451953,0.9500285576991181,0.0,0.7306234124832837,0.55
Ahlone,16.79192,96.13106,16.791915893555,96.131057739258,1,UMTS,Ooredoo,1000,0.15270320470824836,0.4636496990151964,146.97174662623308,0.06763418076216432,0.6884672432781624,0.9518446278596384,0.0,0.7279738509653838,0.55
Ahlone,16.79215,96.12289,16.792154,96.122887,6,UMTS,Telenor,1000,0.027476477356662865,0.08333540600061809,147.1990369062388,0.06751426693866514,0.6988669762135414,0.9461429803139584,0.0,0.735958376828604,0.55
Ahlone,16.79294,96.12579,16.792936,96.12579,1,UMTS,Telenor,1000,0.04602373602319064,0.13966353751294985,147.1362654583502,0.0675340898810601,0.6959948503400021,0.9470855191102066,0.0,0.7336584506555328,0.55
Ahlone,16.79329,96.12488,16.793289,96.124878,1,UMTS,MPT,1000,0.07308797972555334,0.22185780168740213,147.16822087165284,0.06751213041956379,0.6974569795792226,0.9460413933698095,0.0,0.7347446416478106,0.55
Ahlone,16.79329,96.12556,16.79328918457,96.125564575195,2,"GSM, UMTS","Ooredoo, Telenor",1000,0.04602373602319064,0.13966353751294985,147.14958247818163,0.06752167029070266,0.6966041744595307,0.9464949939746258,0.0,0.734087797386795,0.55
Ahlone,16.79329,96.12694,16.79328918457,96.126937866211,5,"GSM, UMTS","MPT, Ooredoo, Telenor",1000,0.015240875576245923,0.04617581284393987,147.11222681261157,0.06754075961041776,0.6948949551055742,0.9474026505710569,0.0,0.7327711094253966,0.55
Ahlone,16.79337,96.12682,16.793371,96.126823,1,UMTS,Telenor,1000,0.015240875576245923,0.04617581284393987,147.1170207563854,0.06753701143221816,0.6951143033986631,0.9472244326608199,0.0,0.7329308227879866,0.55
Ahlone,16.79364,96.12381,16.793643,96.123813,1,GSM,Telenor,1000,0.0841261361873566,0.2553807465070717,147.20431244968475,0.06748802279303512,0.6991083602398424,0.9448951269459864,0.0,0.735976375245764,0.75
Ahlone,16.79466,96.13106,16.794662475586,96.131057739258,1,UMTS,MPT,1000,0.14618986606307194,0.4438686519943789,147.02757354512062,0.06756185765682098,0.6910216202054151,0.9484058178538876,0.0,0.729629249852686,0.55
Ahlone,16.79604,96.1306,16.796036,96.1306,1,UMTS,Ooredoo,1000,0.04872701083532137,0.14787339870426844,147.06817440932397,0.06751936529717681,0.6928793245676512,0.9463853964295222,0.0,0.7309052353469319,0.55
