tower_id,adm3_name,lat_r,lon_r,lat,lon,cell_count,radios,networks,max_range_m,nearest_other_site_km,isolation_score,earthquake_raw,cyclone_raw,earthquake_score,cyclone_score,flood_score,historical_hazard_score,legacy_score,analysis_area,adm2_name,adm2_pcode,estimated_population_nearest,estimated_population_primary_5km,estimated_people_per_cell,flood_frequency,flood_count,flood_history_score,historical_flood_exposed_population_assigned
1488,Dagon Myothit (North),16.88393,96.2011,16.883926391602,96.201095581055,4,"GSM, UMTS","MPT, Ooredoo, Telenor",1000,0.1461209481166336,0.44365934779367,146.92984634772492,0.0661677983634428,0.6865500838360958,0.8821212601883914,0.0,0.7158857602889401,0.55,Yangon City,Yangon (East),MMR013D002,477.6926498413086,477.6926498413086,119.42316246032715,0.0,0.0,0.0,0.0
1489,Dagon Myothit (North),16.88393,96.20247,16.883926391602,96.20246887207,1,UMTS,Telenor,1000,0.1461209481166336,0.44365934779367,146.88636312278896,0.0661857621728531,0.6845604962193638,0.882975401161022,0.0,0.7143227319606125,0.55,Yangon City,Yangon (East),MMR013D002,242.35748291015625,242.35748291015625,242.35748291015625,0.0,0.0,0.0,0.0
1490,Dagon Myothit (North),16.8853,96.16264,16.8853,96.162643,1,GSM,MPT,1000,0.1461659203040773,0.4437959285862428,148.14394855529588,0.0656281290742064,0.7421016838194933,0.8564611320341551,0.0,0.7592556010516925,0.75,Yangon City,Yangon (East),MMR013D002,253.79109954833984,253.79109954833984,253.79109954833984,0.0,0.0,0.0,0.0
1491,Dagon Myothit (North),16.8853,96.16402,16.885299682617,96.164016723633,1,UMTS,Ooredoo,1000,0.1461198850699363,0.4436561193147211,148.10297882761924,0.065646180037082,0.7402271020016454,0.8573194169688994,0.0,0.7577909492467335,0.55,Yangon City,Yangon (East),MMR013D002,404.5548896789551,404.5548896789551,404.5548896789551,0.0,0.0,0.0,0.0
1492,Dagon Myothit (North),16.8853,96.16539,16.885299682617,96.165390014648,1,UMTS,MPT,1000,0.1461198850699363,0.4436561193147211,148.0619364200062,0.06566421412803,0.7383491946921471,0.8581768996793278,0.0,0.7563233504402241,0.55,Yangon City,Yangon (East),MMR013D002,584.623592376709,584.623592376709,584.623592376709,0.0,0.0,0.0,0.0
1493,Dagon Myothit (North),16.8853,96.16676,16.885299682617,96.166763305664,9,UMTS,"MPT, Telenor",1000,0.1461198851782291,0.4436561196436069,148.02080089279352,0.0656822451976124,0.7364670266682569,0.8590342387302428,0.0,0.7548521084775548,0.55,Yangon City,Yangon (East),MMR013D002,323.13121795654297,323.13121795654297,35.903468661838104,0.0,0.0,0.0,0.0
1494,Dagon Myothit (North),16.8853,96.17775,16.885299682617,96.177749633789,2,UMTS,MPT,1000,0.1461198851755218,0.4436561196353847,147.68838168049388,0.0658263840085944,0.7212570888283354,0.8658877329637783,0.0,0.7429516854486518,0.55,Yangon City,Yangon (East),MMR013D002,478.0497055053711,478.0497055053711,239.02485275268555,0.0,0.0,0.0,0.0
1495,Dagon Myothit (North),16.8853,96.17912,16.885299682617,96.179122924805,7,UMTS,"MPT, Telenor",1000,0.1461198851755218,0.4436561196353847,147.64641465573752,0.0658443875196172,0.7193368753922501,0.8667437616637369,0.0,0.7414479083329731,0.55,Yangon City,Yangon (East),MMR013D002,548.7344284057617,548.7344284057617,78.39063262939453,0.0,0.0,0.0,0.0
1496,Dagon Myothit (North),16.8853,96.19972,16.885299682617,96.199722290039,2,"GSM, UMTS","MPT, Ooredoo",1000,0.1461198851755218,0.4436561196353847,147.0060084054571,0.0661140632694326,0.6900349009615956,0.8795662706305591,0.0,0.7184646064119401,0.55,Yangon City,Yangon (East),MMR013D002,558.1627883911133,558.1627883911133,279.08139419555664,0.0,0.0,0.0,0.0
1497,Dagon Myothit (North),16.88599,96.16814,16.885986,96.168137,1,UMTS,Ooredoo,1000,0.1648435280315335,0.5005199309481972,147.99617198982187,0.0656825720991748,0.7353401240422844,0.8590497822050216,0.0,0.753896572766695,0.55,Yangon City,Yangon (East),MMR013D002,492.3938522338867,492.3938522338867,492.3938522338867,0.0,0.0,0.0,0.0
1498,Dagon Myothit (North),16.88635,96.17679,16.886351,96.176788,1,LTE,MPT,1000,0.0565708782052484,0.1716952691338813,147.74308552928673,0.0657865856895915,0.7237600793564334,0.8639954074483076,0.0,0.7447953785702145,0.25,Yangon City,Yangon (East),MMR013D002,287.04366302490234,287.04366302490234,287.04366302490234,0.0,0.0,0.0,0.0
1499,Dagon Myothit (North),16.88658,96.17872,16.886576,96.178719,1,UMTS,MPT,1000,0.0443098692538813,0.1344585142525316,147.6895529507796,0.0658060665166495,0.7213106806412651,0.8649216793871216,0.0,0.7428523304531436,0.55,Yangon City,Yangon (East),MMR013D002,71.2785873413086,71.2785873413086,71.2785873413086,0.0,0.0,0.0,0.0
1500,Dagon Myothit (North),16.88667,96.16127,16.886673,96.16127,1,GSM,MPT,1000,0.2113059497513484,0.6416265736100751,148.21813477942473,0.0655747454383665,0.745496096103225,0.8539228535656326,0.0,0.7617601097225861,0.75,Yangon City,Yangon (East),MMR013D002,701.4461936950684,701.4461936950684,701.4461936950684,0.0,0.0,0.0,0.0
1501,Dagon Myothit (North),16.88667,96.16402,16.886672973633,96.164016723633,1,UMTS,MPT,1000,0.1068590110229422,0.3244206184587778,148.13629115708858,0.0656107968838847,0.741751317335129,0.8556370232072882,0.0,0.7588341732159528,0.55,Yangon City,Yangon (East),MMR013D002,118.25699234008789,118.25699234008789,118.25699234008789,0.0,0.0,0.0,0.0
1502,Dagon Myothit (North),16.88667,96.16539,16.886672973633,96.165390014648,1,UMTS,Telenor,1000,0.0844945899418927,0.2564997426840742,148.09523172475622,0.0656288168221901,0.739872631054642,0.8564938329896334,0.0,0.7573658113448907,0.55,Yangon City,Yangon (East),MMR013D002,153.79588317871094,153.79588317871094,153.79588317871094,0.0,0.0,0.0,0.0
1503,Dagon Myothit (North),16.88667,96.16676,16.886672973633,96.166763305664,1,UMTS,Ooredoo,1000,0.1461188220475864,0.4436528909097151,148.05407911327137,0.0656468337392194,0.7379896813349044,0.8573504991167135,0.0,0.7558938040021758,0.55,Yangon City,Yangon (East),MMR013D002,554.0315399169922,554.0315399169922,554.0315399169922,0.0,0.0,0.0,0.0
1504,Dagon Myothit (North),16.88667,96.16951,16.886672973633,96.169509887695,10,UMTS,"MPT, Telenor",1000,0.1461188220448791,0.4436528909014929,147.9714949215609,0.065682858476914,0.7342110175994753,0.8590633988580985,0.0,0.7529388747882687,0.55,Yangon City,Yangon (East),MMR013D002,1224.1807670593262,1224.1807670593262,122.41807670593262,0.0,0.0,0.0,0.0
1505,Dagon Myothit (North),16.88667,96.17088,16.886672973633,96.170883178711,3,UMTS,MPT,1000,0.1461188220448791,0.4436528909014929,147.93006363092582,0.0657008662813428,0.732315316834084,0.859919631700389,0.0,0.7514559640640298,0.55,Yangon City,Yangon (East),MMR013D002,772.4566650390625,772.4566650390625,257.4855550130208,0.0,0.0,0.0,0.0
1506,Dagon Myothit (North),16.88667,96.17638,16.886672973633,96.176376342773,1,UMTS,MPT,1000,0.0565708782052484,0.1716952691338813,147.76341397991703,0.065772866879781,0.724690213533486,0.8633431071879799,0.0,0.74548814758166,0.55,Yangon City,Yangon (East),MMR013D002,1009.564868927002,1009.564868927002,1009.564868927002,0.0,0.0,0.0,0.0
1507,Dagon Myothit (North),16.88667,96.17912,16.886672973633,96.179122924805,1,UMTS,MPT,1000,0.0443098692538813,0.1344585142525316,147.6795366115084,0.0658088486934969,0.7208523801217355,0.8650539659853692,0.0,0.7424826180012805,0.55,Yangon City,Yangon (East),MMR013D002,225.71231842041016,225.71231842041016,225.71231842041016,0.0,0.0,0.0,0.0
1508,Dagon Myothit (North),16.88667,96.18462,16.886672973633,96.184616088867,2,UMTS,"MPT, Ooredoo",1000,0.3385608870704463,1.0,147.51068314795043,0.0658807750238565,0.7131264407363269,0.8684739101836093,0.0,0.7364285611534193,0.55,Yangon City,Yangon (East),MMR013D002,2833.560302734375,2833.560302734375,1416.7801513671875,0.0,0.0,0.0,0.0
1509,Dagon Myothit (North),16.88667,96.19972,16.886672973633,96.199722290039,3,UMTS,MPT,1000,0.1056795578418222,0.3208386123470785,147.03886105403058,0.0660783121960666,0.6915380834618567,0.8778663830465865,0.0,0.7194873283995662,0.55,Yangon City,Yangon (East),MMR013D002,247.6974105834961,247.6974105834961,82.56580352783203,0.0,0.0,0.0,0.0
1510,Dagon Myothit (North),16.88722,96.16484,16.887222,96.164841,1,GSM,MPT,1114,0.0844945899418927,0.2564997426840742,148.12499583468406,0.0656074686535698,0.7412344965699689,0.8554787729267733,0.0,0.7583711380234894,0.75,Yangon City,Yangon (East),MMR013D002,100.80315780639648,100.80315780639648,100.80315780639648,0.0,0.0,0.0,0.0
1511,Dagon Myothit (North),16.88736,96.19904,16.88736,96.199036,1,UMTS,MPT,1000,0.1056181626254213,0.3206521547208689,147.07700384316414,0.0660514707149406,0.6932833178836257,0.8765901276448469,0.0,0.7207793393478088,0.55,Yangon City,Yangon (East),MMR013D002,230.1221466064453,230.1221466064453,230.1221466064453,0.0,0.0,0.0,0.0
1512,Dagon Myothit (North),16.88772,96.17915,16.887724,96.179153,2,LTE,MPT,1000,0.1169127629188375,0.3549539209357828,147.70402351468906,0.0657820546685778,0.7219727855059287,0.8637799670254429,0.0,0.7432438627338558,0.25,Yangon City,Yangon (East),MMR013D002,495.90992736816406,495.90992736816406,247.95496368408203,0.0,0.0,0.0,0.0
1513,Dagon Myothit (North),16.88805,96.16264,16.888046264648,96.162643432617,4,UMTS,"MPT, Telenor",1000,0.1461177588302939,0.4436496619126672,148.210673704177,0.0655574216013019,0.7451547124330336,0.8530991419183972,0.0,0.7613463768558381,0.55,Yangon City,Yangon (East),MMR013D002,167.7501449584961,167.7501449584961,41.93753623962402,0.0,0.0,0.0,0.0
1514,Dagon Myothit (North),16.88805,96.16402,16.888046264648,96.164016723633,1,UMTS,Telenor,1000,0.1268554123460664,0.3851498045748393,148.16969057163382,0.0655754304112489,0.7432795172716147,0.8539554225709398,0.0,0.7598809030665135,0.55,Yangon City,Yangon (East),MMR013D002,736.6300811767578,736.6300811767578,736.6300811767578,0.0,0.0,0.0,0.0
1515,Dagon Myothit (North),16.88805,96.17226,16.888046264648,96.172256469727,1,UMTS,Ooredoo,1000,0.1186936389589163,0.3603624517378982,147.92183576329558,0.0656834197121148,0.7319388483551856,0.8590900843995312,0.0,0.7510115337618375,0.55,Yangon City,Yangon (East),MMR013D002,1326.409797668457,1326.409797668457,1326.409797668457,0.0,0.0,0.0,0.0
1516,Dagon Myothit (North),16.88805,96.17363,16.888046264648,96.173629760742,3,UMTS,"Ooredoo, Telenor",1000,0.0806529980502507,0.2448328059588301,147.88020198797764,0.0657014072600226,0.7300338828441784,0.8599453540872832,0.0,0.749520603530644,0.55,Yangon City,Yangon (East),MMR013D002,745.2093734741211,745.2093734741211,248.4031244913737,0.0,0.0,0.0,0.0
1517,Dagon Myothit (North),16.88805,96.17775,16.888046264648,96.177749633789,3,UMTS,Telenor,1000,0.1535575519035041,0.4662443563732893,147.75474716530792,0.0657553514516892,0.7242936609077734,0.8625102857944428,0.0,0.7450261546407738,0.55,Yangon City,Yangon (East),MMR013D002,742.9116744995117,742.9116744995117,247.63722483317056,0.0,0.0,0.0,0.0
1518,Dagon Myothit (North),16.88805,96.19835,16.888046264648,96.198348999023,3,UMTS,MPT,1000,0.1056704745381622,0.3208110263014896,147.1151589491064,0.0660246502699127,0.6950291158645624,0.8753148724648773,0.0,0.7220719793546095,0.55,Yangon City,Yangon (East),MMR013D002,608.9179077148438,608.9179077148438,202.9726359049479,0.0,0.0,0.0,0.0
1519,Dagon Myothit (North),16.88864,96.17319,16.888635,96.173187,1,UMTS,MPT,1000,0.0806529980502507,0.2448328059588301,147.9079307829561,0.0656804111557032,0.7313026219314309,0.8589470339339553,0.0,0.7504492837318095,0.55,Yangon City,Yangon (East),MMR013D002,565.1640129089355,565.1640129089355,565.1640129089355,0.0,0.0,0.0,0.0
1520,Dagon Myothit (North),16.8891,96.18152,16.889097,96.181519,1,LTE,MPT,1000,0.0517419041356761,0.157029647041092,147.66468413127276,0.0657774956330762,0.7201728005643746,0.8635631945731966,0.0,0.7416813596656979,0.25,Yangon City,Yangon (East),MMR013D002,884.097412109375,884.097412109375,884.097412109375,0.0,0.0,0.0,0.0
1521,Dagon Myothit (North),16.88938,96.17462,16.889384,96.174617,1,UMTS,MPT,1000,0.0412653318639246,0.1252122366446613,147.882702979294,0.0656797953390782,0.730148316430002,0.8589177531617637,0.0,0.7494637319397662,0.55,Yangon City,Yangon (East),MMR013D002,250.38818740844727,250.38818740844727,250.38818740844727,0.0,0.0,0.0,0.0
1522,Dagon Myothit (North),16.88942,96.16264,16.889419555664,96.162643432617,1,UMTS,Ooredoo,1000,0.1333255686041176,0.4047997064369711,148.24417727507262,0.065522085934852,0.7466876780736549,0.8514190060507345,0.0,0.7623973772702168,0.55,Yangon City,Yangon (East),MMR013D002,1044.2830047607422,1044.2830047607422,1044.2830047607422,0.0,0.0,0.0,0.0
1523,Dagon Myothit (North),16.88942,96.175,16.889419555664,96.175003051758,1,UMTS,Ooredoo,1000,0.0412653318639246,0.1252122366446613,147.87182352079108,0.0656839289019757,0.7296505236387346,0.8591142952956248,0.0,0.7490700893872682,0.55,Yangon City,Yangon (East),MMR013D002,517.7015914916992,517.7015914916992,517.7015914916992,0.0,0.0,0.0,0.0
1524,Dagon Myothit (North),16.88942,96.18187,16.889419555664,96.181869506836,1,UMTS,Telenor,1000,0.0517419041356761,0.157029647041092,147.66172443743596,0.0657737343133014,0.720037378911181,0.8633843518089752,0.0,0.7415394248458501,0.55,Yangon City,Yangon (East),MMR013D002,528.4562530517578,528.4562530517578,528.4562530517578,0.0,0.0,0.0,0.0
1525,Dagon Myothit (North),16.88942,96.18324,16.889419555664,96.183242797852,2,UMTS,Ooredoo,1000,0.1461166955331188,0.4436464326730155,147.61942962522073,0.0657916860723507,0.7181021674644823,0.8642379198125404,0.0,0.740022530316691,0.55,Yangon City,Yangon (East),MMR013D002,1598.4046249389648,1598.4046249389648,799.2023124694824,0.0,0.0,0.0,0.0
1526,Dagon Myothit (North),16.88942,96.19698,16.889419555664,96.196975708008,2,UMTS,Ooredoo,1000,0.146116695426182,0.4436464323482479,147.19148942201582,0.0659710303457244,0.6985216388755302,0.8727653589873916,0.0,0.7246581968923094,0.55,Yangon City,Yangon (East),MMR013D002,1689.2703552246094,1689.2703552246094,844.6351776123047,0.0,0.0,0.0,0.0
1527,Dagon Myothit (North),16.88942,96.19835,16.889419555664,96.198348999023,1,UMTS,Ooredoo,1000,0.146116695426182,0.4436464323482479,147.14820004974803,0.065988947261663,0.6965409210440685,0.8736172702750705,0.0,0.7231023734287187,0.55,Yangon City,Yangon (East),MMR013D002,99.32466506958008,99.32466506958008,99.32466506958008,0.0,0.0,0.0,0.0
1528,Dagon Myothit (North),16.89045,96.17569,16.89045,96.17569,1,GSM,MPT,1000,0.0823777975751836,0.2500710320611145,147.87598036151672,0.0656663131695084,0.7298407210963668,0.858276704642128,0.0,0.7491061186282308,0.75,Yangon City,Yangon (East),MMR013D002,165.86975479125977,165.86975479125977,165.86975479125977,0.0,0.0,0.0,0.0
1529,Dagon Myothit (North),16.89079,96.17638,16.89079284668,96.176376342773,1,UMTS,Ooredoo,1000,0.0823777975751836,0.2500710320611145,147.86340409852988,0.0656664359789438,0.7292652905219272,0.8582825439698697,0.0,0.7486178785391185,0.55,Yangon City,Yangon (East),MMR013D002,233.6405372619629,233.6405372619629,233.6405372619629,0.0,0.0,0.0,0.0
1530,Dagon Myothit (North),16.89079,96.17775,16.89079284668,96.177749633789,3,UMTS,"Ooredoo, Telenor",1000,0.130967541879235,0.3976383656772994,147.8214583073323,0.0656843860455529,0.7273460486335059,0.8591360315015002,0.0,0.7471145460637051,0.55,Yangon City,Yangon (East),MMR013D002,394.371337890625,394.371337890625,131.45711263020834,0.0,0.0,0.0,0.0
1531,Dagon Myothit (North),16.89079,96.19698,16.89079284668,96.196975708008,6,UMTS,"MPT, Ooredoo",1000,0.1202304233413315,0.3650296747682752,147.22463411239147,0.0659353584032833,0.7000381838334753,0.8710692339107815,0.0,0.7256928413450712,0.55,Yangon City,Yangon (East),MMR013D002,253.43827056884766,253.43827056884766,42.23971176147461,0.0,0.0,0.0,0.0
1532,Dagon Myothit (North),16.89135,96.19099,16.891346,96.190987,1,UMTS,MPT,1000,0.0546312142072653,0.165804498388051,147.4258506471009,0.065842910807731,0.7092449049616636,0.8666735471508806,0.0,0.7328592012900461,0.55,Yangon City,Yangon (East),MMR013D002,3111.6944274902344,3111.6944274902344,3111.6944274902344,0.0,0.0,0.0,0.0
1533,Dagon Myothit (North),16.89149,96.17874,16.891491,96.178741,2,UMTS,MPT,1000,0.0817715679962484,0.2482299093344145,147.80812667118124,0.0656793089459523,0.7267360557400164,0.8588946262019933,0.0,0.7465598413093129,0.55,Yangon City,Yangon (East),MMR013D002,417.25940704345703,417.25940704345703,208.62970352172852,0.0,0.0,0.0,0.0
