yangon_tower_id,adm3_name,lat_r,lon_r,lat,lon,cell_count,radios,networks,max_range_m,nearest_other_site_km,isolation_score,earthquake_raw,cyclone_raw,earthquake_score,cyclone_score,flood_score,historical_hazard_score,legacy_score
100,Ahlone,16.79128,96.12447,16.79128,96.124466,1,UMTS,Telenor,1000,0.0765173174020769,0.2322727199843054,147.13854142575786,0.0675592166069742,0.6960989878913688,0.9482802415446931,0.0,0.7339261759393674,0.55
101,Ahlone,16.79164,96.12776,16.791641,96.127762,1,GSM,Telenor,1000,0.0659688457586295,0.2002369507814679,147.0562785554165,0.0675955831776217,0.6923350263087336,0.9500093947167488,0.0,0.7309861815699358,0.75
102,Ahlone,16.7919,96.12312,16.791897,96.123123,1,UMTS,MPT,1000,0.0325370196486769,0.0987043021201679,147.18742979522526,0.0675243047474115,0.6983358894698006,0.9466202567941252,0.0,0.7355785445684493,0.55
103,Ahlone,16.79192,96.12144,16.791915893555,96.121444702148,4,UMTS,MPT,1000,0.1461919810961818,0.4438750753621288,147.23313011342125,0.067500451157486,0.7004269208341334,0.9454860692710706,0.0,0.7371857930996739,0.55
104,Ahlone,16.79192,96.12282,16.791915893555,96.122817993164,4,UMTS,"MPT, Ooredoo, Telenor",1000,0.0274764773566628,0.083335406000618,147.1960594894231,0.0675195636919813,0.6987307436402899,0.946394829680982,0.0,0.7358803565463936,0.55
105,Ahlone,16.79192,96.12419,16.791915893555,96.12419128418,6,UMTS,"MPT, Telenor",1000,0.0765173174020769,0.2322727199843054,147.15889881004253,0.0675386734722645,0.6970304459362006,0.9473034591339536,0.0,0.7345713979158635,0.55
106,Ahlone,16.79192,96.12602,16.791916,96.126022,1,GSM,Telenor,1000,0.0974973950845952,0.2959893368756502,147.10922263065294,0.0675641413660853,0.694757497885414,0.9485144033775784,0.0,0.7328210337092386,0.75
107,Ahlone,16.79192,96.12694,16.791915893555,96.126937866211,5,"LTE, UMTS","MPT, Ooredoo, Telenor",1000,0.0929046198606885,0.282041052039052,147.0843075309674,0.0675768847361015,0.6936175002454739,0.94912032354805,0.0,0.7319429237408603,0.25
108,Ahlone,16.79192,96.12831,16.791915893555,96.128311157227,2,UMTS,Telenor,1000,0.0659688457586295,0.2002369507814679,147.04687704462282,0.0675959862026188,0.6919048574451953,0.950028557699118,0.0,0.7306234124832837,0.55
109,Ahlone,16.79192,96.13106,16.791915893555,96.131057739258,1,UMTS,Ooredoo,1000,0.1527032047082483,0.4636496990151964,146.97174662623308,0.0676341807621643,0.6884672432781624,0.9518446278596384,0.0,0.7279738509653838,0.55
110,Ahlone,16.79215,96.12289,16.792154,96.122887,6,UMTS,Telenor,1000,0.0274764773566628,0.083335406000618,147.1990369062388,0.0675142669386651,0.6988669762135414,0.9461429803139584,0.0,0.735958376828604,0.55
111,Ahlone,16.79294,96.12579,16.792936,96.12579,1,UMTS,Telenor,1000,0.0460237360231906,0.1396635375129498,147.1362654583502,0.0675340898810601,0.6959948503400021,0.9470855191102066,0.0,0.7336584506555328,0.55
